pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y,pt5_cam1_X,pt5_cam1_Y,pt6_cam1_X,pt6_cam1_Y,pt7_cam1_X,pt7_cam1_Y
605.119609,457.657507,442.865467,519.958772,388.155587,526.730203,489.670187,467.904521,522.835406,459.235961,404.430217,595.894090,379.366991,591.759758
606.843026,456.657507,450.090693,525.628212,394.825027,529.935447,491.987608,469.551297,525.023816,459.548591,412.041978,597.565130,386.612539,593.882532
606.435221,456.657507,456.204346,531.074506,400.012369,533.640692,491.487608,469.551297,525.023816,459.235961,417.811659,600.578251,391.776237,597.046231
604.619609,457.657507,464.096933,535.520799,406.681809,537.086985,490.828897,469.551297,524.398556,458.298071,424.752380,602.920331,398.562710,600.169005
604.211804,457.657507,472.377946,539.411305,415.574396,539.569083,490.499542,468.892586,524.711186,457.985441,434.291742,605.176891,407.390106,601.709929
604.211804,457.657507,483.661039,542.134452,427.931178,541.051180,490.828897,468.892586,525.211186,457.985441,447.416624,605.762411,420.881202,602.791778
604.211804,457.657507,496.332559,543.634452,441.529008,541.551180,491.158252,468.892586,525.211186,457.985441,460.883586,605.847932,434.454146,603.250854
604.211804,457.657507,509.115652,543.134452,456.091035,541.551180,491.487608,468.892586,525.211186,457.985441,475.692628,605.262411,449.027091,602.209929
604.211804,457.657507,520.119811,542.134452,470.170963,541.551180,491.816963,469.221941,525.211186,457.985441,492.001671,603.420331,464.100036,601.169005
604.211804,457.657507,531.179758,541.078665,486.474038,540.310131,491.487608,469.551297,524.711186,457.985441,508.481754,601.749291,480.795754,599.087155
604.211804,457.657507,540.628131,539.411305,503.277113,538.586985,490.828897,469.880652,524.711186,457.985441,526.718397,599.321690,497.991472,597.046231
604.211804,457.157507,550.520717,536.632372,520.321237,536.586985,490.499542,470.210007,524.711186,457.985441,545.284000,597.894090,516.728116,594.964381
604.211804,457.157507,558.469090,530.574506,539.606410,533.604887,490.499542,470.210007,524.711186,457.672811,563.606163,595.137530,535.423834,591.800683
604.211804,457.157507,564.582744,526.628212,556.632632,532.363838,490.999542,472.686137,524.711186,457.672811,584.599366,592.795449,554.160477,591.800683
604.211804,457.157507,569.917463,525.516639,571.694658,532.381740,492.146318,477.309043,524.711186,458.298071,603.750489,593.380969,573.938045,592.841608
604.211804,457.157507,574.196397,525.516639,588.238782,531.917545,493.963738,482.908078,524.398556,459.986481,619.816092,594.552010,589.551914,593.882532
604.211804,457.157507,577.810050,526.183999,606.023955,530.435447,496.927933,488.836469,524.398556,463.174891,635.796175,594.552010,604.624858,593.882532
604.211804,457.157507,584.312130,526.795572,617.121786,528.712301,500.880194,494.911636,525.398556,467.175931,649.763137,593.466489,618.615954,591.341608
604.211804,457.157507,591.316290,525.572426,630.460666,526.212301,506.161810,500.510672,526.023816,470.676971,663.815619,592.124409,632.107049,590.759758
604.211804,457.157507,598.485729,524.405066,643.558497,525.953349,510.614070,506.268418,526.774336,473.490641,675.611541,591.624409,645.057220,590.718834
604.211804,457.157507,602.376236,523.849279,652.192132,529.917545,514.895686,507.415193,528.212226,476.179051,684.979863,594.466489,654.507391,592.800683
604.211804,457.157507,605.210956,524.349279,659.861572,533.622789,517.177302,510.061968,529.462746,478.680090,692.677144,597.479610,662.957561,597.005306
604.211804,457.157507,609.824609,525.460852,668.513109,536.828034,521.458917,514.014229,531.213266,482.619020,702.459945,601.078251,671.162184,600.128080
604.211804,457.157507,617.161409,527.128212,678.887793,540.051180,527.887308,520.942620,534.526935,487.995840,712.913787,604.091371,682.112355,603.250854
604.211804,457.157507,627.665569,528.739786,692.726673,543.015376,538.597315,527.517786,540.064775,494.255720,726.380749,607.518972,693.644375,604.791778
604.211804,457.157507,641.171808,529.574506,709.029748,545.479571,552.259582,533.616822,550.485775,502.092519,740.433231,609.275532,709.258244,607.373628
604.211804,457.157507,658.845408,528.351359,726.314921,544.015376,570.568625,538.898438,563.657295,507.761959,756.751544,609.069819,725.913038,606.873628
603.803998,457.157507,679.521087,524.460852,744.841143,540.310131,590.306058,536.545213,578.913015,514.180879,773.926800,606.447045,743.026907,604.791778
603.803998,457.249701,704.864127,515.012479,763.608414,534.363838,620.265433,528.311336,600.339214,512.764039,792.724830,602.043578,762.804475,602.209929
603.803998,457.249701,740.153801,506.721883,783.875684,528.694398,656.615567,509.522606,630.351693,501.092519,810.400086,597.078723,782.663892,596.964381
