pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y,pt5_cam1_X,pt5_cam1_Y,pt6_cam1_X,pt6_cam1_Y,pt7_cam1_X,pt7_cam1_Y
255.871632,176.748609,188.191982,215.077390,164.365983,224.055303,208.746535,179.242453,222.546835,180.389837,164.446994,261.132791,152.499309,259.406433
255.526327,176.748609,191.990330,216.803912,170.236157,227.508346,209.246535,178.271377,224.370527,179.095069,170.420836,262.859149,158.404741,261.338022
255.526327,176.748609,197.169895,219.566346,172.998592,229.925476,209.246535,177.623992,224.488988,178.771377,177.394679,264.653917,164.946994,263.064380
255.526327,176.748609,203.385373,221.638172,179.559374,231.997302,208.922843,176.976608,224.988988,178.447685,184.368521,265.017096,171.647194,263.495970
255.526327,176.748609,211.672677,221.292868,189.918504,231.306694,208.922843,176.976608,225.488988,178.123992,192.137132,264.585507,179.415805,263.064380
255.526327,176.748609,218.578764,221.292868,197.169895,231.306694,208.922843,176.976608,225.488988,177.800300,200.268921,263.790738,187.752826,262.495970
255.526327,176.748609,224.103633,220.602259,205.111895,230.961389,208.922843,177.300300,225.488988,177.476608,208.900711,263.290738,196.247795,261.632791
255.526327,176.748609,230.664415,217.839825,210.291460,229.234868,208.922843,177.300300,225.488988,177.152916,217.895680,262.132791,204.516406,260.269612
255.526327,176.748609,234.462763,217.839825,219.959981,227.508346,208.922843,177.300300,225.488988,176.329224,226.959059,260.701201,214.079785,259.406433
255.526327,176.748609,238.951719,215.422694,227.901981,227.163042,208.922843,177.300300,225.488988,175.358148,236.090848,259.769612,223.574753,258.611664
255.526327,176.748609,240.678241,214.041477,237.570502,224.400607,209.246535,177.300300,225.488988,175.358148,243.859459,258.543254,231.048596,257.316896
255.526327,176.748609,242.750067,214.041477,239.642328,224.745911,209.570227,177.623992,225.488988,175.358148,248.675354,257.680075,236.159259,256.022127
255.526327,176.748609,244.476589,213.350868,241.368850,224.400607,209.570227,177.947685,224.988988,175.358148,252.196480,258.180075,240.111975,256.522127
255.526327,176.748609,243.785980,214.386781,243.095371,224.400607,209.570227,178.595069,224.665296,175.681840,254.717607,259.043254,242.133101,256.885306
255.526327,176.748609,245.167197,215.077390,244.131284,225.436520,209.570227,178.918761,224.841603,176.005532,257.307144,259.474843,245.222638,257.385306
255.526327,176.748609,246.203110,215.767999,246.893719,225.436520,209.893919,179.713529,225.017911,176.329224,260.396681,258.974843,248.243764,256.453717
255.526327,176.748609,247.929632,215.767999,252.763893,225.436520,209.893919,180.860914,224.694219,176.476608,264.712575,258.974843,252.128070,255.953717
255.526327,176.748609,247.239023,216.458607,257.252849,226.817737,210.541303,182.479374,224.694219,176.800300,269.460060,259.474843,257.375554,256.453717
255.526327,176.748609,251.037371,216.458607,260.705892,226.817737,210.688687,184.745219,224.694219,177.447685,273.912776,259.974843,261.554628,256.885306
255.526327,176.748609,254.145110,217.494520,266.576066,226.817737,211.512379,186.687372,224.694219,178.095069,278.886618,261.564380,266.733702,258.611664
255.526327,176.748609,258.288762,217.494520,273.136848,227.508346,212.807148,189.776908,224.694219,179.242453,284.928871,263.790738,272.344365,260.338022
255.526327,176.748609,262.777718,218.530433,279.352326,229.234868,215.396685,193.661214,225.370527,181.155682,291.471123,264.290738,279.318207,261.269612
255.526327,176.748609,270.374414,218.530433,287.294326,229.234868,218.957298,198.045519,227.017911,185.687372,298.808145,264.290738,286.723639,261.269612
255.526327,176.748609,277.971109,218.530433,293.509804,229.234868,223.812680,203.871977,229.931140,190.837522,306.871524,263.359149,294.718608,260.269612
255.526327,176.748609,285.567804,218.875738,303.178325,228.198955,232.404983,211.022127,235.286522,197.429825,316.366492,261.564380,302.781987,258.974843
256.562240,175.712696,299.379978,216.803912,313.537455,226.472433,243.468362,213.082741,243.231441,201.285206,325.498282,260.338022,312.413777,258.180075
257.598153,175.712696,308.703195,215.767999,321.479455,225.436520,254.355433,212.553817,250.676359,201.608898,333.198482,260.338022,320.819208,258.180075
257.252849,176.403305,315.954586,216.458607,329.076150,225.436520,261.976303,209.402547,257.984766,202.067790,340.103914,261.201201,327.656230,258.543254
257.943458,175.712696,323.205977,215.767999,336.672846,224.745911,270.213608,204.597453,266.565292,200.381347,347.009346,260.769612,334.630072,258.611664
257.943458,175.367392,335.291628,213.350868,344.269541,224.400607,280.510239,198.419474,274.675482,194.987263,353.983188,260.269612,341.035504,258.180075
258.288762,175.367392,352.556845,210.588434,353.247454,223.364694,293.552639,187.436400,284.972113,182.631306,361.683388,259.838022,348.735704,257.248485
