pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y,pt5_cam1_X,pt5_cam1_Y,pt6_cam1_X,pt6_cam1_Y,pt7_cam1_X,pt7_cam1_Y
522.223266,457.921347,425.403138,486.647541,438.946575,554.372034,435.370122,481.031174,467.240329,469.209472,437.928860,582.761458,370.038791,584.103584
521.748450,457.921347,424.770050,487.280629,439.790692,554.934778,434.684421,481.716875,466.345095,469.209472,438.865710,582.761458,371.070000,584.650000
520.773634,457.921347,424.586594,488.230260,441.134810,554.934778,433.887996,482.513301,465.659394,469.499940,440.270985,582.761458,372.630000,585.180000
520.273634,457.471715,424.586594,489.179892,442.823044,555.216151,433.795146,483.606151,465.264160,469.895173,441.676261,582.761458,374.860000,585.650000
519.298818,456.496899,425.086594,490.446068,444.229906,555.778896,433.702295,484.495427,465.368927,470.290407,443.049961,583.229883,376.410000,586.040000
518.374370,456.022083,425.586594,491.712244,445.636768,556.341641,433.905870,485.384703,464.973693,470.685641,444.923662,583.698308,378.380000,586.730000
516.899554,455.047267,426.403138,492.928052,447.262258,556.560268,434.109444,486.570404,464.473693,471.080875,446.797362,583.666733,380.320000,586.320000
516.500290,455.072451,426.852770,494.010772,448.231865,557.123013,434.313019,487.552530,464.078459,471.976108,447.765787,584.135158,381.930000,587.130000
515.575842,455.097635,427.985858,494.960404,449.920100,557.685758,435.016594,488.738231,463.683226,472.266576,449.639488,584.635158,383.340000,587.230000
514.626210,455.097635,429.118945,496.093492,451.389707,558.248503,435.016594,489.627507,463.287992,472.661809,451.013188,584.603584,384.320000,587.700000
513.676578,454.597635,430.252033,496.359668,453.077941,558.311248,435.016594,490.516783,462.392758,473.347510,452.481614,584.603584,386.220000,587.790000
512.701762,454.597635,432.018209,497.309300,455.328921,558.811248,435.313019,491.702484,461.997525,473.742744,454.823739,584.603584,387.690000,588.130000
510.827682,454.122819,433.784385,497.809300,457.298528,559.373992,435.905870,493.184610,461.311823,474.137978,456.729015,585.135158,389.280000,588.300000
508.928418,453.648003,435.234017,498.442388,459.549507,560.218110,436.202295,494.666737,460.311823,474.928445,458.976416,585.572009,390.410000,588.780000
507.953602,453.648003,436.133281,499.392020,462.019114,560.562227,436.498720,495.852438,460.126122,475.323679,461.318541,586.477284,392.420000,589.060000
505.604706,453.648003,438.582913,499.841652,464.551466,561.187717,437.091571,497.038139,459.230889,475.718913,464.160667,586.945709,394.910000,589.550000
505.230627,453.622819,439.532545,501.107828,466.802446,561.469089,437.370122,498.816691,458.440421,476.299847,466.534367,587.882559,397.980000,590.020000
505.331363,453.622819,440.982177,502.190548,470.616170,561.969089,438.555824,500.298817,458.940421,477.590315,469.813343,588.382559,401.260000,590.050000
504.932099,454.122819,441.798721,502.456724,474.055384,562.594579,439.241525,500.688093,458.940421,478.485549,473.529169,588.850985,404.480000,590.180000
504.482467,454.572451,444.064897,503.406355,477.869108,563.157324,440.723651,501.280943,459.940421,479.276016,476.808145,589.787835,407.120000,590.710000
503.280995,454.597635,446.280705,504.172531,480.120088,564.001441,442.502203,502.170219,461.440421,479.671250,479.150271,589.724685,411.380000,591.250000
502.280995,455.072451,449.129601,505.122163,483.277929,564.626931,444.577180,502.559495,462.626122,480.461717,482.429247,591.193110,414.450000,591.650000
501.331363,455.047267,452.161953,505.755251,485.873026,565.971048,446.837858,503.355920,462.311823,480.856951,484.739798,592.535236,417.950000,592.630000
500.856547,455.047267,455.158272,506.589811,488.749495,566.877910,450.098536,504.448771,463.602291,481.752184,487.581923,594.440511,421.660000,593.780000
499.906915,455.547267,458.007168,507.539443,491.500474,568.847517,453.062788,504.948771,464.287992,482.542652,489.987199,596.345787,424.440000,595.010000
499.906915,455.547267,459.906432,508.172531,494.688709,570.191635,455.416317,505.541621,465.368927,483.333119,492.797749,598.187912,427.140000,595.950000
499.432099,455.547267,463.704960,508.489075,498.409295,571.598497,458.898443,506.430897,466.345095,483.728353,495.639875,600.093188,431.060000,596.400000
499.432099,455.547267,468.136575,508.805619,502.848509,572.442614,463.141248,506.227323,468.821264,484.228353,499.260976,601.935313,434.770000,597.410000
499.432099,455.547267,473.334367,508.989075,507.257330,572.505359,468.180477,505.930897,470.797432,484.228353,502.476803,602.903738,439.020000,597.050000
498.957283,455.547267,479.348703,508.039443,512.759289,573.568104,474.701834,505.152346,474.168834,484.228353,507.192629,603.840589,443.820000,596.930000
498.957283,455.547267,487.395390,506.640180,518.449483,573.349476,482.408891,502.873794,477.725938,483.728353,511.940030,603.372163,450.070000,596.080000
498.957283,455.547267,497.175902,504.374004,525.327911,571.879869,491.598074,500.205966,482.468742,483.147418,518.029556,601.966888,455.260589,593.535236
498.957283,455.547267,506.539133,501.974740,532.236732,569.191635,500.787258,497.630990,489.663884,482.171250,525.024358,598.187912,462.090000,591.150000
498.957283,455.547267,515.168541,498.359668,540.615160,565.345558,510.272867,494.777461,498.859025,480.485549,534.329711,593.972086,470.160000,588.150000
498.957283,455.547267,523.082140,496.276948,549.119078,562.313206,517.387073,491.313208,505.787530,478.799847,544.261363,591.193110,478.410000,586.710000
498.957283,455.547267,529.913020,494.611508,555.653388,560.062227,524.501280,490.127507,511.030335,477.218913,552.256165,588.819410,485.220000,586.140000
498.957283,455.522083,535.427356,492.946068,562.187699,558.592620,529.836935,488.848955,516.168373,475.033212,558.687818,587.914134,491.520000,585.520000
498.957283,455.522083,540.542427,490.597173,566.189658,557.185758,534.876164,486.273979,519.806411,473.557043,562.935219,586.508859,495.210000,584.730000
498.957283,455.522083,542.625147,489.014453,567.826296,555.806349,537.636842,484.588277,521.887346,472.057043,564.340494,585.540434,497.090000,583.510000
498.957283,455.522083,542.125147,488.197909,568.659774,554.805914,537.136842,484.013301,521.887346,471.661809,565.245769,585.103584,498.200000,582.630000
498.957283,455.522083,541.675515,487.564821,568.659774,554.472435,536.543992,483.513301,520.992112,472.266576,566.245769,584.635158,498.790000,582.640000
498.957283,455.522083,541.358971,487.615189,568.659774,554.138957,536.358291,483.309726,520.701645,472.661809,566.745769,584.166733,499.330000,582.830000
498.957283,455.522083,541.042427,487.798645,568.659774,553.805478,536.358291,483.309726,520.201645,473.161809,566.745769,583.666733,499.190000,582.880000
498.957283,455.522083,541.225883,487.798645,568.659774,553.805478,536.265440,483.309726,519.911177,473.661809,566.745769,583.666733,499.500000,582.430000
498.932099,455.522083,541.225883,488.798645,568.659774,553.805478,536.265440,484.309726,519.620710,474.452277,566.745769,583.166733,499.480000,582.440000
499.432099,456.022083,541.225883,489.431733,568.659774,554.138957,535.969015,485.309726,519.411177,474.928445,566.745769,583.166733,498.970000,581.930000
499.432099,456.022083,540.225883,490.564821,568.326296,554.472435,535.469015,486.273979,518.725476,476.114146,566.277344,583.166733,498.400000,581.940000
499.432099,456.022083,539.909339,491.014453,567.992817,554.472435,534.986889,487.477553,517.539775,477.009380,566.277344,582.698308,498.410000,581.970000
499.432099,456.022083,539.284517,491.684686,567.825861,554.639392,534.190463,487.866829,517.330243,477.880782,566.277344,582.698308,497.940000,581.940000
499.432099,456.022083,539.284517,491.684686,567.325861,554.472435,533.690463,488.756105,517.330243,478.566483,565.840494,582.698308,497.950000,581.560000
499.432099,456.022083,539.284517,491.684686,567.325861,554.472435,533.690463,489.256105,517.539775,479.356951,565.340494,582.761458,497.650000,581.540000
499.432099,456.496899,539.284517,491.684686,567.325861,554.472435,533.690463,489.848955,517.539775,480.147418,565.340494,582.761458,497.390000,581.370000
499.432099,456.496899,539.284517,492.528803,567.325861,554.472435,533.597613,490.441806,517.539775,480.647418,565.340494,582.761458,497.510000,581.490000
499.432099,456.496899,539.284517,492.528803,567.325861,554.472435,533.986889,491.034657,517.435009,481.042652,565.340494,582.761458,497.560000,581.490000
499.432099,456.496899,539.284517,492.528803,567.325861,554.472435,534.283314,491.331082,517.830243,481.437886,565.340494,582.761458,497.530000,581.490000
499.432099,456.496899,539.284517,492.528803,567.325861,553.972435,534.283314,491.831082,518.225476,482.333119,565.340494,582.761458,497.510000,581.460000
499.432099,456.496899,539.284517,492.528803,567.325861,553.972435,534.283314,491.831082,518.725476,483.018820,565.340494,582.761458,497.600000,581.480000
499.432099,456.496899,539.284517,492.528803,567.325861,553.972435,534.283314,491.627507,518.725476,483.309288,565.435219,582.293033,497.520000,580.980000
