pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y,pt5_cam1_X,pt5_cam1_Y,pt6_cam1_X,pt6_cam1_Y,pt7_cam1_X,pt7_cam1_Y
516.354964,457.943209,362.642155,501.830387,363.450837,520.430075,423.868580,463.202634,447.969962,458.680450,325.718418,587.421631,301.117818,591.655031
516.679508,457.943209,367.089906,509.917208,376.794091,523.260462,424.368580,463.202634,448.469962,458.680450,339.932099,587.921631,314.784818,591.655031
516.679508,457.943209,372.537657,516.982324,390.541686,525.686509,423.868580,462.350689,448.469962,458.680450,355.192459,587.374951,330.591859,591.155031
516.030421,457.943209,376.272386,521.121393,404.693623,525.282168,423.442608,461.498744,448.469962,458.680450,371.686220,584.048191,347.445579,588.421631
516.030421,457.943209,380.602773,524.643098,417.228195,523.664803,423.442608,461.072771,448.469962,458.680450,389.179980,583.408150,364.439339,587.921631
516.030421,457.943209,385.667889,527.399532,429.093154,523.260462,423.442608,461.072771,448.469962,458.680450,404.440340,583.454831,380.793060,587.374951
516.030421,457.943209,390.828663,530.134260,440.914703,521.738757,423.442608,461.072771,448.469962,458.680450,416.967301,582.908150,392.820020,585.734911
516.030421,457.943209,394.872073,532.060306,450.905865,521.238757,423.016635,461.072771,448.046800,458.680450,425.760861,582.954831,401.113580,585.094871
515.381334,457.943209,396.702461,533.368988,457.066640,521.951780,421.738718,461.072771,447.200475,458.680450,432.274341,584.001511,406.127060,585.141551
514.732248,457.943209,398.319825,534.677670,462.514391,522.260462,420.534828,461.072771,446.354151,459.103613,438.927861,584.548191,413.187221,586.188231
513.758618,457.943209,402.532848,537.082011,468.175166,523.164803,419.256911,461.498744,445.084663,458.680450,448.174741,584.641551,421.294061,586.781591
513.758618,457.943209,408.671917,540.103717,475.357646,523.569144,417.978993,462.776661,443.815176,458.680450,458.061662,584.594871,432.134301,586.781591
513.434075,457.943209,414.737033,542.742786,483.040125,524.782168,417.978993,464.684441,442.545689,459.526775,468.448582,585.094871,441.974541,587.328271
513.434075,457.943209,421.515172,545.977514,489.913923,526.399532,417.978993,467.314303,442.545689,459.526775,479.382182,585.094871,451.361461,587.828271
513.434075,457.943209,429.197651,547.499220,496.383380,527.208214,418.404966,471.148055,442.545689,460.373100,488.175742,586.234911,460.968302,588.468311
513.434075,457.943209,434.358426,548.712243,502.235472,527.612555,418.904966,473.351945,442.545689,461.219424,496.282583,586.234911,467.215182,589.468311
513.434075,457.943209,440.466952,549.733948,507.991906,529.134260,419.756911,476.907780,442.545689,462.565749,503.436103,587.828271,473.822022,590.061671
513.434075,457.943209,445.319044,550.446971,513.652680,530.751624,421.108856,480.463614,442.545689,463.835236,510.542943,588.921631,481.428862,591.108351
513.434075,457.943209,451.479819,551.968676,519.909114,531.655965,423.034828,484.871394,443.106021,466.365740,519.883183,589.468311,489.629062,591.655031
513.109531,457.618666,458.257958,553.181699,527.187252,532.773329,425.664690,490.205146,443.914703,469.887445,529.176743,590.014991,498.329263,593.295071
512.784988,457.294122,465.823073,554.703404,534.678414,534.390694,429.146497,494.668760,445.127727,472.717832,539.470304,592.248391,508.216183,596.028471
512.784988,457.294122,474.622917,556.725110,543.382599,536.912399,434.184139,500.910292,447.149432,477.569925,550.950584,593.888431,517.103103,597.121831
512.784988,457.294122,484.944466,559.651156,554.704148,538.625422,441.129561,507.929741,450.884160,482.922017,563.070904,593.888431,531.363463,596.575151
512.784988,457.294122,500.713767,562.885884,568.643061,537.816740,452.852900,515.319328,456.140594,489.700156,578.877945,591.701711,544.937104,595.481791
512.784988,457.294122,520.739501,563.290225,584.625385,532.560306,467.687908,521.560860,465.844779,499.000000,596.278345,588.968311,562.477544,593.295071
512.784988,457.294122,542.169576,559.651156,604.438096,525.282168,485.504724,527.098502,478.283692,508.299844,613.272105,586.188231,579.377945,591.061671
512.784988,457.294122,563.195310,555.012087,622.633443,522.047439,503.969594,529.154336,493.648651,511.938913,628.532466,586.188231,595.278345,591.108351
512.784988,457.294122,580.581975,550.468676,640.020108,520.025734,522.990299,527.728364,509.513611,512.556277,643.152786,586.234911,609.398665,590.608351
512.784988,457.294122,595.138252,545.212243,656.990874,516.117364,540.455170,523.968639,525.187252,510.321549,653.726426,585.094871,620.425626,590.014991
512.784988,457.294122,612.524917,542.477514,671.008030,513.382636,557.920041,517.579052,542.169576,503.852092,661.926627,584.548191,629.905906,588.921631
