"PercentStance","InterpV_N","InterpML_N","InterpAP_N","GRF_Vert_Sq","NetGRF_N","MLAngle_deg","MLAngle_Convert_deg","APAngle_deg","APAngle_Convert_deg","InterpV_BW","InterpML_BW","InterpAP_BW","NetGRF_BW"
0,0.0972520652154123,-0.0278989409210826,-0.0239979336284923,0.00945796418866281,0.103981805675889,106.00672836728,-16.0067283672799,103.861400071395,-13.8614000713951,0.137828890611412,-0.0395393153643461,-0.0340106769111285,0.1473665046427
1,0.0981859687885286,-0.0279126639453185,-0.0238253647581518,0.00964048446694191,0.104820080525275,105.869583390326,-15.8695833903265,103.639508477039,-13.6395084770385,0.139152450097121,-0.0395587640948392,-0.033766106516655,0.14855453589183
2,0.100869222275306,-0.0279551731884594,-0.0232993350722666,0.0101746000024251,0.107233160567203,105.490327145523,-15.4903271455227,103.006384974255,-13.006384974255,0.142955246988812,-0.0396190096208325,-0.0330205995922145,0.151974433910436
3,0.105160264806074,-0.0280049149662271,-0.022362365721063,0.0110586812940837,0.111099198723447,104.91217636499,-14.9121763649901,102.005140560357,-12.0051405603565,0.149036656471194,-0.0396895053376234,-0.0316926951829124,0.157453512930055
4,0.110854357193958,-0.0279701536950315,-0.0209631339384685,0.0122886885088857,0.116234551623567,104.160981873578,-14.1609818735779,100.708476292012,-10.7084762920119,0.15710651529756,-0.0396402404974936,-0.0297096569422739,0.164731507403014
5,0.117732762369223,-0.0277593936983934,-0.0190899059948935,0.0138610033350878,0.122458204235094,103.26706300502,-13.2670630050203,99.2101287506444,-9.21012875064436,0.166854821951846,-0.0393415443571336,-0.0270548554349397,0.173551876750417
6,0.125662389112942,-0.0272926157286989,-0.0167780797567276,0.0157910360375725,0.129682022158856,102.253760486441,-12.2537604864414,97.6049891486805,-7.60498914868046,0.178092955092038,-0.0386800109533714,-0.0237784577051128,0.183789713943957
7,0.134597634955069,-0.0265183430088224,-0.014098053649069,0.018116523335498,0.137907581256882,101.145630316737,-11.1456303167368,95.9794833050516,-5.97948330505162,0.190756285367161,-0.0375826856700998,-0.0199802347634198,0.195447252348189
8,0.144489791608363,-0.0254422103484774,-0.0111523028039053,0.0208772998790281,0.14713592288858,99.9864474180077,-9.98644741800769,94.4135679847791,-4.41356798477906,0.204775781757884,-0.0360575543487492,-0.0158054178059883,0.208525967812614
9,0.155291988927119,-0.0240856053505569,-0.00805072231131355,0.0241156018249406,0.157354797638258,98.8162624356351,-8.8162624356351,92.9676986789475,-2.96769867894751,0.220085018320748,-0.0341349282179094,-0.0114097538425646,0.223008500054221
10,0.166940764782231,-0.0224910380160708,-0.00488132396275782,0.0278692189460761,0.168519711193515,97.6729538340092,-7.67295383400918,91.6748431517727,-1.67484315177266,0.236594054396585,-0.0318750538776513,-0.00691797613769532,0.238831790240243
