"PercentStance","InterpV_N","InterpML_N","InterpAP_N","GRF_Vert_Sq","NetGRF_N","MLAngle_deg","MLAngle_Convert_deg","APAngle_deg","APAngle_Convert_deg","InterpV_BW","InterpML_BW","InterpAP_BW","NetGRF_BW","filename"
23,0.302069965451707,-0.0215429104842515,0.0368316823273358,0.0912462640279957,0.305068736259863,94.0792918517011,-4.07929185170106,83.048186037333,6.95181396266702,0.505302719056051,-0.0360369864239737,0.0616120480550951,0.510319063666549,"af01f37"
29,0.257997164307933,-0.0262955309161352,0.0182150716279682,0.0665625367909347,0.259972653507072,95.819592105236,-5.81959210523597,85.9615143902061,4.03848560979385,0.431577725506747,-0.0439871711544583,0.0304701766944935,0.434882324367802,"af01f44"
27,0.313398413677922,-0.00722263318553524,0.0430389331610072,0.0982185656958382,0.316422315732643,91.3202145867222,-1.32021458672216,82.1804959945987,7.81950400540131,0.524252950280901,-0.012082022725887,0.071995538911019,0.529311334447379,"af01f51"
26,0.311375429149342,-0.0194454049189379,0.0445580264122142,0.0969546578779368,0.315147900783346,93.5734824413794,-3.5734824413794,81.8562251999962,8.14377480000381,0.504333380546391,-0.0314956347893391,0.0721704347460547,0.510443635865478,"af01f52"
33,0.349172942837964,-0.0146159999186309,0.0220648121735288,0.121921744010124,0.35017456703764,92.3969397694016,-2.39693976940163,86.3841932648192,3.61580673518077,0.565553843274966,-0.023673469255962,0.0357382769250547,0.567176169481114,"af01f53"
33,0.316254601906483,-0.0333007884943526,0.0193881695573744,0.100016973227028,0.318593497830949,96.0109465887488,-6.01094658874882,86.491840006678,3.50815999332204,0.512236154691421,-0.0539371371790616,0.0314029309319313,0.516024453888807,"af01f56"
38,0.317536991950686,-0.0302584386769772,0.0385839922184957,0.10082974125709,0.321300542831436,95.4433397754128,-5.4433397754128,83.0719405488578,6.92805945114225,0.51431323607173,-0.0490094568788098,0.0624943184620921,0.520409042486938,"af01f58"
55,0.298036877107948,-0.0513767279066233,0.07806885589761,0.0888259801162581,0.312346433544248,99.7807378730389,-9.78073787303886,75.3215238577886,14.6784761422114,0.482728987865157,-0.0832146548536173,0.126447774372546,0.505906111992626,"af04f34"
36,0.307045274036308,-0.065648794418786,0.059294248991679,0.0942768003080317,0.319534618594228,102.068595592449,-12.0685955924486,79.0700176818747,10.9299823181253,0.58020648910867,-0.124052899506398,0.112045066121842,0.603806913443364,"af04f37"
23,0.322204448691714,-0.0290437592997985,0.08434469416247,0.103815706756731,0.334325102474158,95.1507655659104,-5.15076556591045,75.330627118682,14.669372881318,0.608851943861893,-0.0548823871878278,0.159381508243518,0.63175567360952,"af04f62"
26,0.320451821333978,-0.016806123536068,0.0974338563218812,0.102689369796264,0.335358274003082,93.0021316954719,-3.00213169547186,73.0880272245534,16.9119727754466,0.536051892495781,-0.0281132879492606,0.162987380933224,0.560987410510341,"af04f69"
28,0.37420234894588,-0.0567107903146882,0.0661714533346584,0.140027397956614,0.384216310079558,98.6176635492081,-8.61766354920813,79.9718646976657,10.0281353023343,0.615869567060368,-0.0933357312618305,0.108906276060992,0.632350740749767,"af04f74"
43,0.336132533319084,-0.032236378909438,0.0518474824598639,0.112985079955505,0.341632003064883,95.4781274653278,-5.47812746532777,81.2313953973864,8.76860460261356,0.553213517641679,-0.0530552648279097,0.0853316037851611,0.562264652838846,"af04f86"
41,0.326392042322991,-0.0357598951332204,0.047113340599758,0.106531765291773,0.331708007521948,96.2524549841266,-6.25245498412663,81.7863237634408,8.21367623655921,0.520395475642524,-0.0570151389241397,0.075116933354206,0.52887118546229,"af04f87"
27,0.323818736671777,-0.0381656760262717,0.074714315613847,0.104858574219705,0.334510720312359,96.7219403363703,-6.72194033637028,77.0075814228899,12.9924185771101,0.516292628622093,-0.060850886521479,0.119123589945547,0.533339796416389,"af04f92"
20,0.321715157052799,-0.0406876482437035,0.0542824787697345,0.103500642277507,0.328789772496799,97.2079885744319,-7.20798857443185,80.422781261818,9.57721873818203,0.512938707035712,-0.0648718881436599,0.0865473194670511,0.524218387271682,"af04f95"
31,0.310919007498629,-0.0359126110768963,0.0954684001689986,0.0966706292239326,0.327222493556175,96.5887353038996,-6.58873530389963,72.9307747166405,17.0692252833595,0.495725458384294,-0.0572586273547454,0.152213648228633,0.521719536919922,"af04f99"
49,0.323356503380116,-0.0174265146837703,0.0861576253007545,0.104559428278215,0.335091402589956,93.0848328777523,-3.08483287775228,75.0802916580995,14.9197083419005,0.515555649521869,-0.0277846216259093,0.137368662788193,0.534265629129394,"af05f32"
39,0.324982215413489,-0.0263610429352732,0.104284033670752,0.105613440335059,0.342320762733342,94.6374134996047,-4.63741349960472,72.2090053465407,17.7909946534593,0.5181476648812,-0.0420297240677188,0.166269186337297,0.545792032419232,"af05f40"
54,0.233906886301169,-0.0184302592660239,0.125038147704253,0.0547124314591082,0.265869600174657,94.5052067476824,-4.50520674768237,61.8726543379827,28.1273456620173,0.37293827535263,-0.0293849796971044,0.199359291620302,0.423899234972348,"af05f46"
