"PercentStance","InterpV_N","InterpML_N","InterpAP_N","GRF_Vert_Sq","NetGRF_N","MLAngle_deg","MLAngle_Convert_deg","APAngle_deg","APAngle_Convert_deg","InterpV_BW","InterpML_BW","InterpAP_BW","NetGRF_BW"
0,0.0239708278070635,-0.0117339158402301,-0.0179346760345945,0.000574600585755889,0.0321549058646943,116.082125383602,-26.0821253836021,126.803380229988,-36.8033802299883,0.0444727788628265,-0.0217697882007979,-0.0332739815113071,0.0596565971515663
1,0.0242143826263816,-0.0118380039476208,-0.0177334539482546,0.000586336325976809,0.0322637575675178,116.053230487173,-26.0532304871732,126.217261006423,-36.2172610064231,0.044924643091617,-0.0219629015725803,-0.0329006566757969,0.0598585483627417
2,0.0249254701085228,-0.0121299166274737,-0.0171388391520519,0.000621279060130866,0.0325907002839803,115.949752870083,-25.9497528700832,124.512547525751,-34.5125475257508,0.0462439148581129,-0.0225044835389122,-0.0317974752357179,0.0604651211205572
3,0.0260643625994873,-0.0125948067930787,-0.016147215310905,0.000679350997717551,0.0331468357188022,115.790736584058,-25.7907365840575,121.778759200203,-31.7787592002027,0.0483568879396796,-0.0233669884843761,-0.0299577278495455,0.0614969122797814
4,0.027544155865061,-0.0132153613258542,-0.0147735574986635,0.000758680522318772,0.0339350010823334,115.631142776612,-25.6311427766116,118.207287172493,-28.2072871724932,0.0511023299908367,-0.0245182955952768,-0.0274091975856466,0.0629591856815092
5,0.0292770673687302,-0.0139473395549497,-0.0130420482597238,0.000857146673713164,0.0349538263596876,115.472722815919,-25.4727228159191,114.011526592216,-24.011526592216,0.0543173791627647,-0.025876325704916,-0.0241967500180404,0.0648493995541514
6,0.0311656621432144,-0.0147435659396327,-0.0109860427897919,0.000971298496824985,0.0361851401768795,115.317465876991,-25.3174658769914,109.417794332024,-19.4177943320238,0.0578212655718263,-0.0273535546189845,-0.0203822686267011,0.0671338407734313
7,0.0330934449977945,-0.0155769757997132,-0.00866433678768226,0.00109517610182205,0.0375884158865106,115.206211916269,-25.2062119162686,104.671542086425,-14.6715420864245,0.0613978571387653,-0.0288997695727518,-0.0160748363407834,0.0697373207541941
8,0.0349895646671085,-0.016423336982141,-0.00615276386589717,0.00122426963559377,0.0391388826668854,115.14433445535,-25.1443344553501,99.9732529520932,-9.97325295209323,0.064915704391667,-0.0304700129538794,-0.0114151463189187,0.0726138824988597
9,0.0368339134130033,-0.0172633764766539,-0.00354226393325969,0.00135673717731663,0.0408326949694015,115.111620490514,-25.1116204905136,95.4931591362459,-5.49315913624589,0.0683375016938838,-0.0320285277859999,-0.00657191824352447,0.0757563914089082
10,0.0386108456818462,-0.0181103704573773,-0.000936052269494756,0.00149079740426734,0.0426574626088099,115.128868731588,-25.128868731588,91.3887637035126,-1.38876370351264,0.0716342220442415,-0.0335999451899393,-0.00173664614006448,0.0791418601276621
11,0.0403271455881438,-0.0189884441567469,0.00156388568618829,0.00162627867128734,0.0446014060453334,115.213875315455,-25.2138753154545,87.779183958201,2.22081604179895,0.0748184519260552,-0.035229024409549,0.00290145767381871,0.0827484342213978
12,0.0420357625855459,-0.0199101285664842,0.00387121771622829,0.00176700533614838,0.0466733851599469,115.344452124107,-25.3444521241066,84.7382766755976,5.26172332440237,0.077988427802497,-0.0369390140380042,0.00718222210803022,0.0865925513171556
13,0.0437926362293575,-0.0209030647965091,0.00591328478679515,0.00191779498791683,0.0488845583264658,115.516037696542,-25.5160376965419,82.3099089512035,7.69009104879652,0.0812479336351715,-0.0387811962829482,0.0109708437602879,0.0906949134071721
