"PercentStance","InterpV.N","InterpML.N","InterpHz.N"
0,0.00216494552472458,-0.00234841954489124,-0.00235660103124253
1,0.00272540502998278,-0.00286591533175528,-0.0027462769678915
2,0.00331643926804555,-0.00338464343925407,-0.00309059208941406
3,0.00396185463150133,-0.00389205531293244,-0.00337521619922667
4,0.00463207690981246,-0.00439686473966486,-0.00355816786081535
5,0.00531861429518653,-0.00485281756173845,-0.00368234897392776
6,0.00598905406444341,-0.00527284930672223,-0.00373463890991173
7,0.00666662551467756,-0.00562917231910339,-0.0037417025838503
8,0.00735734855455875,-0.00591671086021186,-0.00370815909828248
9,0.00803185435695894,-0.0061550290390396,-0.00360687985675256
10,0.00871122752904792,-0.00632649361354981,-0.00348409816898027
11,0.0093855247822305,-0.00647710707995562,-0.0033275728157188
12,0.0100839673897737,-0.00660680094026361,-0.00318794486485429
13,0.0108386700554387,-0.00673799477234659,-0.00308931346801763
14,0.0116470274597691,-0.00691475397960517,-0.00302288425245919
15,0.0125025451870502,-0.00712568737399269,-0.00302363507672398
16,0.0133651642363682,-0.007406598683885,-0.00304936436740248
17,0.0142732701360041,-0.00774017494176851,-0.0031194780765593
18,0.0152520254796086,-0.00812150653546341,-0.00321506344194723
19,0.0162718855712507,-0.00855044392994074,-0.0033076350091664
20,0.0173135219002677,-0.00898529873147742,-0.00342313834412956
21,0.0183475592076209,-0.00944779135096098,-0.00351381555701138
22,0.0193836133834827,-0.00991964915724116,-0.00360897737600444
23,0.0203990083744605,-0.0104004026418599,-0.00369131543738307
24,0.0213916300554477,-0.0108941670706301,-0.00374051440336875
25,0.0223890516532052,-0.0113656182287352,-0.00378399426038314
26,0.0233677405271471,-0.0118276609509745,-0.00378216806401168
27,0.0243547385574604,-0.0122522308569879,-0.00378492230941217
28,0.0253493585224568,-0.0126563703113839,-0.00378771453753067
29,0.0263364223760664,-0.0130586042791919,-0.00378827795204483
30,0.0273176213223453,-0.0134390199384402,-0.00381674749244098
31,0.0282810911290299,-0.0138267325201872,-0.00384015505712616
32,0.0293009535070356,-0.0141934386568907,-0.00389580242365928
33,0.0303981875330851,-0.0145574933626369,-0.00396678116670987
34,0.0315455097322612,-0.014931758846326,-0.00405803241227783
35,0.0327257915030748,-0.0153032175764477,-0.00419464768813858
36,0.0338887940657291,-0.0157233844983959,-0.00435331922698329
37,0.0350384923628663,-0.0161634896594874,-0.0045784016257963
38,0.0361619112506262,-0.0166308804668899,-0.00484345155153839
39,0.0372582378903012,-0.0171083815818016,-0.00514512806221003
40,0.0383174425021579,-0.017540628764067,-0.00547994973024548
41,0.0392782639703232,-0.0179170239483581,-0.00579562072412444
42,0.0401564830985043,-0.0181603477911367,-0.00610824308961469
43,0.0409541556440556,-0.0182669796796844,-0.00637138245856857
44,0.041679886807217,-0.018223654445547,-0.0065771382560946
45,0.0423331106669669,-0.0180255224970162,-0.00671085800151584
46,0.042877291101778,-0.0177396242162426,-0.00671733904893129
47,0.0433197610364339,-0.0173803158342388,-0.00661724458080299
48,0.043632193076256,-0.0170095176172839,-0.00637370435586803
49,0.0438472197114223,-0.0166376535772933,-0.00600274005494471
50,0.0439954354957318,-0.0162816621157258,-0.00552746037935425
51,0.0440424629016188,-0.0159802038747946,-0.00493531906006224
52,0.044018086975645,-0.0156971434977779,-0.00427409690787334
53,0.0439401959548829,-0.0154630508069274,-0.00353095630453385
54,0.0438239312295184,-0.0152441491174136,-0.00273733019554117
55,0.0436543581063296,-0.0150102285749329,-0.00190588412501964
56,0.0434348087310016,-0.0147717771236157,-0.00102798539897361
57,0.043221131494918,-0.0144954542020098,-0.000153600203831271
58,0.0429734188864088,-0.0142080146156688,0.000739154345749385
59,0.0426472922231046,-0.0138991751797312,0.0016131921932905
60,0.0421762437752573,-0.0135893917253286,0.00245051175299874
61,0.0415101766764368,-0.0133073355837048,0.00326599881356147
62,0.0406941647322544,-0.0130336200188051,0.00401693123343501
63,0.039736771972492,-0.0128052763947366,0.00472816090128203
64,0.0386632667117751,-0.0125997068439155,0.00537152094803624
