PercentStance,APAngle.Convert,MLAngle.Convert,InterpV.BW,InterpML.BW,InterpAP.BW,NetGRF.BW,Group,Species,Ind,Appendage,Trial,InterpV.N,InterpML.N,InterpAP.N,SquaredV.N,SquaredML.N,SquaredAP.N,NetGRF.N,APAngle,MLAngle
38,7.131123164,-5.456111687,0.530973794,-0.050716497,0.066429203,0.53751109,at_Pel,at,at01,Pel,at01f58,0.317416134,-0.030318322,0.039711377,0.100753002,0.000919201,0.001576993,0.32132413,82.86887684,95.45611169
55,20.57129516,-10.47580419,0.498961647,-0.092259144,0.187262113,0.540871125,at_Pel,at,at04,Pel,at04f34,0.288499624,-0.053344237,0.108274954,0.083232033,0.002845608,0.011723466,0.312731684,69.42870484,100.4758042
36,11.18541244,-11.89907915,0.530605379,-0.111807185,0.104922312,0.552314771,at_Pel,at,at04,Pel,at04f37,0.30679603,-0.064646914,0.060666081,0.094123804,0.004179224,0.003680373,0.319348401,78.81458756,101.8990791
23,14.36567933,-5.150436259,0.530773657,-0.047841274,0.135940667,0.549990298,at_Pel,at,at04,Pel,at04f62,0.322498074,-0.029068358,0.082597549,0.104005008,0.000844969,0.006822355,0.334174105,75.63432067,95.15043626
27,25.45336847,-4.064843651,0.498814948,-0.035447871,0.237424385,0.553573159,at_Pel,at,at04,Pel,at04f69,0.303079962,-0.021538126,0.144259056,0.091857464,0.000463891,0.020810675,0.336351051,64.54663153,94.06484365
28,9.941098983,-8.729989402,0.597649496,-0.091773393,0.10474835,0.613660731,at_Pel,at,at04,Pel,at04f74,0.374845764,-0.057560272,0.065698165,0.140509347,0.003313185,0.004316249,0.384888011,80.05890102,98.7299894
43,13.86136713,-6.858337221,0.505153407,-0.060757609,0.12465142,0.523841034,at_Pel,at,at04,Pel,at04f86,0.316832217,-0.038107172,0.07818137,0.100382654,0.001452157,0.006112327,0.328553096,76.13863287,96.85833722
41,9.657460083,-6.99418087,0.513259137,-0.062967384,0.087340831,0.524431363,at_Pel,at,at04,Pel,at04f87,0.321916131,-0.039493144,0.054780169,0.103629995,0.001559708,0.003000867,0.328923351,80.34253992,96.99418087
29,23.26312952,-6.551654932,0.472951806,-0.05431802,0.203324528,0.517662749,at_Pel,at,at04,Pel,at04f92,0.296635373,-0.034068262,0.127525144,0.087992544,0.001160646,0.016262662,0.324678076,66.73687048,96.55165493
20,9.344874345,-7.283698078,0.513908832,-0.065684627,0.084569141,0.524946376,at_Pel,at,at04,Pel,at04f95,0.32232362,-0.041197398,0.053041765,0.103892516,0.001697226,0.002813429,0.329246367,80.65512565,97.28369808
31,17.28030193,-6.575465501,0.494902654,-0.057047443,0.15395838,0.521427109,at_Pel,at,at04,Pel,at04f99,0.310402945,-0.035780156,0.096562696,0.096349988,0.00128022,0.009324354,0.327039083,72.71969807,96.5754655
49,14.71366637,-3.471472107,0.492660745,-0.029886213,0.129372734,0.510240238,at_Pel,at,at05,Pel,at05f32,0.323481045,-0.019623288,0.084946137,0.104639987,0.000385073,0.007215846,0.33502374,75.28633363,93.47147211
39,17.90556541,-4.637591556,0.487595641,-0.039553012,0.157541406,0.51393895,at_Pel,at,at05,Pel,at05f40,0.324933735,-0.026358127,0.104985593,0.105581932,0.000694751,0.011021975,0.342488916,72.09443459,94.63759156
54,28.3148462,-4.420123791,0.350690492,-0.027108067,0.188944606,0.399272755,at_Pel,at,at05,Pel,at05f46,0.233700144,-0.018064816,0.125912685,0.054615757,0.000326338,0.015854004,0.266075364,61.6851538,94.42012379
18,11.33802563,-4.293423757,0.45795616,-0.034381037,0.091824781,0.468335019,at_Pel,at,at05,Pel,at05f51,0.305181985,-0.022911523,0.061192034,0.093136044,0.000524938,0.003744465,0.312098457,78.66197437,94.29342376
50,14.66618744,-9.310865313,0.434988575,-0.071316815,0.113842787,0.455259628,at_Pel,at,at05,Pel,at05f55,0.306927939,-0.050321145,0.08032747,0.09420476,0.002532218,0.006452503,0.321231193,75.33381256,99.31086531
32,25.77441053,1.254281996,0.430842019,0.009433221,0.20803983,0.478533596,at_Pel,at,at05,Pel,at05f58,0.304002129,0.00665608,0.146792904,0.092417294,4.43E-05,0.021548157,0.337653305,64.22558947,88.745718
46,27.97382697,-9.297363498,0.338709528,-0.055449809,0.179896631,0.387506934,at_Pel,at,at05,Pel,at05f60,0.238993443,-0.039125385,0.126935063,0.057117866,0.001530796,0.01611251,0.273424892,62.02617303,99.2973635
37,5.360607691,-9.900206811,0.501476763,-0.087523571,0.047055675,0.511227499,at_Pel,at,at05,Pel,at05f69,0.32435517,-0.056610246,0.03043561,0.105206277,0.00320472,0.000926326,0.330661946,84.63939231,99.90020681
27,21.88282074,-3.332819307,0.438366209,-0.025527978,0.176069426,0.473093071,at_Pel,at,at05,Pel,at05f71,0.283535264,-0.016511496,0.113881705,0.080392246,0.00027263,0.012969043,0.305996598,68.11717926,93.33281931
44,23.60344668,-6.098727504,0.396773583,-0.042393951,0.173374541,0.435069253,at_Pel,at,at05,Pel,at05f72,0.27996344,-0.029913172,0.122333076,0.078379528,0.000894798,0.014965381,0.306984865,66.39655332,96.0987275
17,23.68764662,-19.71839696,0.34360663,-0.123153471,0.150744414,0.394912866,at_Pel,at,at06,Pel,at06f15,0.198673353,-0.071207337,0.08716042,0.039471101,0.005070485,0.007596939,0.228338619,66.31235338,109.718397
27,23.0276131,-10.55212472,0.377707627,-0.070359453,0.16054225,0.416398028,at_Pel,at,at06,Pel,at06f41,0.21839055,-0.040681836,0.092825529,0.047694432,0.001655012,0.008616579,0.24076134,66.9723869,100.5521247
24,14.43047305,-17.16600029,0.477020213,-0.147352288,0.122748442,0.514128545,at_Pel,at,at06,Pel,at06f46,0.299187078,-0.092419355,0.076987823,0.089512907,0.008541337,0.005927125,0.322461423,75.56952695,107.1660003
22,22.65181091,-9.560011467,0.356047579,-0.059965365,0.148586196,0.39044024,at_Pel,at,at06,Pel,at06f51,0.223313041,-0.037610277,0.093193262,0.049868714,0.001414533,0.008684984,0.244884118,67.34818909,99.56001147
31,31.25149965,-17.5657255,0.389055203,-0.123159475,0.236098426,0.471460151,at_Pel,at,at06,Pel,at06f54,0.240202682,-0.07603866,0.145767168,0.057697329,0.005781878,0.021248067,0.291079497,58.74850035,107.5657255
31,59.38233395,-1.586258545,0.144846421,-0.004011161,0.244749659,0.284427443,at_Pel,at,at06,Pel,at06f56,0.08942818,-0.002476491,0.151108439,0.007997399,6.13E-06,0.02283376,0.175605504,30.61766605,91.58625855
23,28.56953322,-20.97096144,0.379222209,-0.145349293,0.206497144,0.455606158,at_Pel,at,at06,Pel,at06f59,0.234131792,-0.089738653,0.127491337,0.054817696,0.008053026,0.016254041,0.281291242,61.43046678,110.9709614
24,34.5000332,-7.248601069,0.275003052,-0.034977984,0.189004595,0.335518814,at_Pel,at,at06,Pel,at06f61,0.169786884,-0.021595407,0.116691437,0.028827586,0.000466362,0.013616892,0.207149316,55.4999668,97.24860107
44,17.91739529,-8.270335066,0.390972417,-0.056829989,0.126411747,0.414812016,at_Pel,at,at06,Pel,at06f63,0.241386371,-0.035086835,0.078046613,0.05826738,0.001231086,0.006091274,0.256104939,72.08260471,98.27033507
28,34.05983718,-19.81957298,0.456823869,-0.164643019,0.308826223,0.575472855,at_Pel,at,at07,Pel,at07f02,0.255181813,-0.09196959,0.172510328,0.065117758,0.008458406,0.029759813,0.321459137,55.94016282,109.819573
56,38.63830696,-7.352083183,0.333907859,-0.04308313,0.266920848,0.429647941,at_Pel,at,at07,Pel,at07f06,0.18652093,-0.024066237,0.149101986,0.034790057,0.000579184,0.022231402,0.24000134,51.36169304,97.35208318
27,16.50137072,-12.68672333,0.467806862,-0.105310929,0.138582879,0.499138124,at_Pel,at,at07,Pel,at07f08,0.261316913,-0.058826685,0.077412396,0.068286529,0.003460579,0.005992679,0.278818556,73.49862928,102.6867233
43,30.21941539,-7.182662602,0.403792378,-0.050886709,0.235195992,0.470058397,at_Pel,at,at07,Pel,at07f11,0.221601257,-0.027926626,0.12907556,0.049107117,0.000779896,0.0166605,0.257968048,59.78058461,97.1826626
25,37.57993724,-24.18517855,0.363745317,-0.163360541,0.279918752,0.487187674,at_Pel,at,at07,Pel,at07f17,0.196058726,-0.088051332,0.150876207,0.038439024,0.007753037,0.02276363,0.262594156,52.42006276,114.1851785
39,24.60753129,-6.87713791,0.405396798,-0.048894281,0.185669607,0.448564842,at_Pel,at,at07,Pel,at07f22,0.218508874,-0.026354018,0.100075918,0.047746128,0.000694534,0.010015189,0.24177645,65.39246871,96.87713791
62,30.66323772,-2.189870123,0.359682122,-0.013753908,0.213251593,0.418373805,at_Pel,at,at07,Pel,at07f32,0.200918433,-0.007682933,0.11912234,0.040368217,5.90E-05,0.014190132,0.233703608,59.33676228,92.18987012
20,17.68234141,-14.61870037,0.429415592,-0.11200406,0.136898185,0.464417671,at_Pel,at,at07,Pel,at07f49,0.248288095,-0.064760747,0.079154531,0.061646978,0.004193954,0.00626544,0.268526298,72.31765859,104.6187004
29,19.15833606,-12.7972894,0.40196156,-0.091303428,0.139650166,0.435214408,at_Pel,at,at07,Pel,at07f51,0.232414174,-0.052791642,0.080745726,0.054016348,0.002786957,0.006519872,0.25164097,70.84166394,102.7972894
24,21.45722356,-22.13557399,0.445519906,-0.18122918,0.175110839,0.511855261,at_Pel,at,at07,Pel,at07f53,0.257599609,-0.104786712,0.101249087,0.066357559,0.010980255,0.010251378,0.295954712,68.54277644,112.135574
25,20.94873711,-13.19255569,0.381477815,-0.089422524,0.146044145,0.418151412,at_Pel,at,at07,Pel,at07f57,0.209355025,-0.049075081,0.080149027,0.043829526,0.002408364,0.006423866,0.229481495,69.05126289,103.1925557
19,14.44561951,-21.6366057,0.538980534,-0.213795919,0.138844206,0.596226823,at_Pel,at,at07,Pel,at07f59,0.295792517,-0.117331201,0.0761977,0.087493213,0.013766611,0.00580609,0.32720928,75.55438049,111.6366057
24,28.29070641,-23.18007842,0.336968248,-0.144286111,0.18136821,0.40897495,at_Pel,at,at07,Pel,at07f61,0.184928175,-0.079184218,0.099534874,0.03419843,0.00627014,0.009907191,0.224445453,61.70929359,113.1800784
47,-23.98958702,-13.80094282,0.506780956,-0.124486184,-0.225523068,0.568493097,pw_Pec,pw,pw01,Pec,pw01f05,0.079463254,-0.019519434,-0.035362017,0.006314409,0.000381008,0.001250472,0.089139718,113.989587,103.8009428
50,7.64892047,-11.99117085,0.244381399,-0.051905511,0.032819838,0.251979348,pw_Pec,pw,pw01,Pec,pw01f06,0.038319003,-0.008138784,0.005146151,0.001468346,6.62E-05,2.65E-05,0.039510362,82.35107953,101.9911708
42,-22.59355848,-17.69968242,0.412475555,-0.131635222,-0.171642596,0.465752183,pw_Pec,pw,pw01,Pec,pw01f07,0.064676167,-0.020640403,-0.026913559,0.004183007,0.000426026,0.00072434,0.073029942,112.5935585,107.6996824
60,-19.30142705,-10.87723055,0.510526187,-0.098101456,-0.178798003,0.549754136,pw_Pec,pw,pw01,Pec,pw01f08,0.080050506,-0.015382308,-0.028035527,0.006408084,0.000236615,0.000785991,0.086201448,109.301427,100.8772305
41,-26.16886184,-12.10547882,0.432302061,-0.09272077,-0.212427238,0.490517629,pw_Pec,pw,pw01,Pec,pw01f09,0.067784963,-0.014538617,-0.033308591,0.004594801,0.000211371,0.001109462,0.076913164,116.1688618,102.1054788
57,-15.65061685,-12.53670665,0.515117654,-0.114545114,-0.1443141,0.547077088,pw_Pec,pw,pw01,Pec,pw01f13,0.080770448,-0.017960674,-0.022628451,0.006523865,0.000322586,0.000512047,0.085781687,105.6506168,102.5367066
62,-22.55411196,0.471386147,0.440876223,0.003627276,-0.183104919,0.47740173,pw_Pec,pw,pw01,Pec,pw01f14,0.069129392,0.000568757,-0.028710851,0.004778873,3.23E-07,0.000824313,0.074856591,112.554112,89.52861385
61,-11.28989648,-7.422955496,0.527498292,-0.068724984,-0.10530783,0.542279735,pw_Pec,pw,pw01,Pec,pw01f25,0.082711732,-0.010776078,-0.016512268,0.006841231,0.000116124,0.000272655,0.085029462,101.2898965,97.4229555
48,-13.99277355,-13.43428516,0.44100878,-0.105342023,-0.10989676,0.466543657,pw_Pec,pw,pw01,Pec,pw01f27,0.069150177,-0.016517629,-0.017231812,0.004781747,0.000272832,0.000296935,0.073154045,103.9927736,103.4342852
49,-7.795405618,-20.77905088,0.279637881,-0.106107485,-0.038282781,0.301532277,pw_Pec,pw,pw01,Pec,pw01f29,0.04384722,-0.016637654,-0.00600274,0.001922579,0.000276812,3.60E-05,0.047280261,97.79540562,110.7790509
32,-5.949016396,-13.88190817,0.302365768,-0.074726648,-0.031507921,0.313052518,pw_Pec,pw,pw02,Pec,pw02f01,0.047410952,-0.011717138,-0.004940442,0.002247798,0.000137291,2.44E-05,0.049086635,95.9490164,103.8819082
50,-9.513630421,-13.62665021,0.392037871,-0.095036987,-0.06570052,0.408708061,pw_Pec,pw,pw02,Pec,pw02f02,0.061471538,-0.0149018,-0.010301842,0.00377875,0.000222064,0.000106128,0.064085424,99.51363042,103.6266502
47,-16.00339531,-17.65847666,0.335199599,-0.106708232,-0.096138436,0.364675221,pw_Pec,pw,pw02,Pec,pw02f03,0.052559297,-0.016731851,-0.015074507,0.00276248,0.000279955,0.000227241,0.057181075,106.0033953,107.6584767
57,-8.254575189,-1.05295003,0.463428791,-0.008517596,-0.067231761,0.468357666,pw_Pec,pw,pw02,Pec,pw02f05,0.072665634,-0.001335559,-0.01054194,0.005280294,1.78E-06,0.000111133,0.073438482,98.25457519,91.05295003
54,-5.323074441,-10.38757455,0.447678303,-0.082063992,-0.04171171,0.457045105,pw_Pec,pw,pw02,Pec,pw02f06,0.070195958,-0.012867634,-0.006540396,0.004927473,0.000165576,4.28E-05,0.071664673,95.32307444,100.3875745
37,-7.522779451,-13.9466748,0.324565546,-0.080602502,-0.042861148,0.337159659,pw_Pec,pw,pw02,Pec,pw02f08,0.050891878,-0.012638472,-0.006720628,0.002589983,0.000159731,4.52E-05,0.052866634,97.52277945,103.9466748
47,-12.58862925,-22.81388937,0.40872235,-0.171927656,-0.091275106,0.452707657,pw_Pec,pw,pw02,Pec,pw02f14,0.064087664,-0.026958256,-0.014311937,0.004107229,0.000726748,0.000204832,0.070984561,102.5886292,112.8138894
41,-13.97018049,-23.09836899,0.298104889,-0.127142481,-0.074161125,0.332462942,pw_Pec,pw,pw02,Pec,pw02f15,0.046742847,-0.019935941,-0.011628464,0.002184894,0.000397442,0.000135221,0.052130189,103.9701805,113.098369
30,-6.424844466,-11.19214626,0.293987129,-0.058169142,-0.033105028,0.301509575,pw_Pec,pw,pw02,Pec,pw02f17,0.046097182,-0.009120922,-0.005190868,0.00212495,8.32E-05,2.69E-05,0.047276701,96.42484447,101.1921463
50,-9.838163735,-17.18489072,0.30416052,-0.094065521,-0.052746309,0.322713677,pw_Pec,pw,pw02,Pec,pw02f19,0.047692369,-0.014749474,-0.008270621,0.002274562,0.000217547,6.84E-05,0.050601505,99.83816374,107.1848907
55,-13.92579784,-12.78526359,0.425850629,-0.096635714,-0.105590884,0.449262344,pw_Pec,pw,pw02,Pec,pw02f20,0.066773379,-0.01515248,-0.016556651,0.004458684,0.000229598,0.000274123,0.070444336,103.9257978,102.7852636
61,-9.595448702,-15.85480641,0.416944014,-0.118414144,-0.070486734,0.439127089,pw_Pec,pw,pw02,Pec,pw02f21,0.065376821,-0.018567338,-0.01105232,0.004274129,0.000344746,0.000122154,0.068855128,99.5954487,105.8548064
69,-9.896765974,-10.65757649,0.498640538,-0.093836771,-0.086997703,0.514797364,pw_Pec,pw,pw02,Pec,pw02f22,0.078186836,-0.014713606,-0.01364124,0.006113181,0.00021649,0.000186083,0.080720227,99.89676597,100.6575765
49,-13.2545682,-13.97575523,0.410088455,-0.102062238,-0.096597523,0.433497778,pw_Pec,pw,pw03,Pec,pw03f08,0.07635847,-0.019003989,-0.017986459,0.005830616,0.000361152,0.000323513,0.080717286,103.2545682,103.9757552
52,-9.129069664,-5.978870942,0.397618447,-0.041643138,-0.063895085,0.404866846,pw_Pec,pw,pw03,Pec,pw03f10,0.074036555,-0.007753952,-0.011897265,0.005481411,6.01E-05,0.000141545,0.075386207,99.12906966,95.97887094
57,-6.540105737,-12.54704273,0.402539702,-0.089587716,-0.046149055,0.414962535,pw_Pec,pw,pw03,Pec,pw03f11,0.074952892,-0.016681233,-0.008592954,0.005617936,0.000278264,7.38E-05,0.077266024,96.54010574,102.5470427
50,-3.299063964,-16.77046286,0.290254157,-0.08746965,-0.016731192,0.303608873,pw_Pec,pw,pw03,Pec,pw03f12,0.051200833,-0.015429646,-0.002951382,0.002621525,0.000238074,8.71E-06,0.053556605,93.29906396,106.7704629
59,-14.64387575,-3.358334251,0.441831387,-0.025927199,-0.115449829,0.4574012,pw_Pec,pw,pw03,Pec,pw03f17,0.077939057,-0.004573558,-0.02036535,0.006074497,2.09E-05,0.000414747,0.080685572,104.6438758,93.35833425
45,-5.681025801,-15.35325331,0.467436088,-0.128343133,-0.04649999,0.486960682,pw_Pec,pw,pw03,Pec,pw03f18,0.082455726,-0.022639729,-0.008202598,0.006798947,0.000512557,6.73E-05,0.085899864,95.6810258,105.3532533
23,1.780788505,-17.00792965,0.322350505,-0.098601224,0.010022082,0.337242482,pw_Pec,pw,pw03,Pec,pw03f19,0.056862629,-0.017393256,0.001767895,0.003233359,0.000302525,3.13E-06,0.059489574,88.2192115,107.0079296
66,-7.369703662,-2.761510121,0.386079797,-0.018622482,-0.049935434,0.389740881,pw_Pec,pw,pw03,Pec,pw03f20,0.068104476,-0.003285006,-0.008808611,0.00463822,1.08E-05,7.76E-05,0.068750291,97.36970366,92.76151012
49,-11.60128036,-19.08935578,0.283126215,-0.097982341,-0.058124059,0.305187482,pw_Pec,pw,pw03,Pec,pw03f24,0.049943464,-0.017284085,-0.010253084,0.00249435,0.00029874,0.000105126,0.053835072,101.6012804,109.0893558
37,-11.82380858,-24.49613432,0.166506913,-0.075868005,-0.034857322,0.186267386,pw_Pec,pw,pw03,Pec,pw03f25,0.029371819,-0.013383116,-0.006148832,0.000862704,0.000179108,3.78E-05,0.032857567,101.8238086,114.4961343
67,-15.84463627,4.110173361,0.474064409,0.034065967,-0.134545687,0.493963659,pw_Pec,pw,pw03,Pec,pw03f26,0.083624962,0.006009237,-0.023733859,0.006993134,3.61E-05,0.000563296,0.087135189,105.8446363,85.88982664
48,-5.718282395,-9.043199872,0.342009363,-0.05443333,-0.034247295,0.34800326,pw_Pec,pw,pw03,Pec,pw03f27,0.060330452,-0.009602039,-0.006041223,0.003639763,9.22E-05,3.65E-05,0.061387775,95.71828239,99.04319987
50,-7.820308963,-6.901777198,0.324154486,-0.039237205,-0.044520702,0.329541776,pw_Pec,pw,pw05,Pec,pw05f01,0.054004137,-0.006536918,-0.007417149,0.002916447,4.27E-05,5.50E-05,0.05490166,97.82030896,96.9017772
50,-20.89381223,-19.33601639,0.441234144,-0.154829445,-0.168436337,0.497021656,pw_Pec,pw,pw05,Pec,pw05f05,0.073509608,-0.025794585,-0.028061494,0.005403663,0.000665361,0.000787447,0.082803808,110.8938122,109.3360164
43,-12.21318571,-15.34845146,0.433761295,-0.11905801,-0.093887006,0.459498031,pw_Pec,pw,pw05,Pec,pw05f06,0.072264632,-0.019835064,-0.015641575,0.005222177,0.00039343,0.000244659,0.076552372,102.2131857,105.3484515
39,-15.90989176,-17.32809277,0.387358306,-0.12085706,-0.110414221,0.420528461,pw_Pec,pw,pw05,Pec,pw05f09,0.064533894,-0.020134786,-0.018395009,0.004164623,0.00040541,0.000338376,0.070060042,105.9098918,107.3280928
42,-22.14155744,-17.88104317,0.281409019,-0.090789828,-0.114506188,0.317089098,pw_Pec,pw,pw05,Pec,pw05f14,0.046882743,-0.015125585,-0.019076731,0.002197992,0.000228783,0.000363922,0.052827044,112.1415574,107.8810432
50,-11.82933964,-14.04208117,0.379174775,-0.094834742,-0.079416399,0.398840949,pw_Pec,pw,pw05,Pec,pw05f15,0.063170517,-0.015799468,-0.013230772,0.003990514,0.000249623,0.000175053,0.066446902,101.8293396,104.0420812
28,-19.42416617,-17.25932188,0.282793251,-0.087860087,-0.099721312,0.31246721,pw_Pec,pw,pw05,Pec,pw05f16,0.047113356,-0.01463749,-0.016613571,0.002219668,0.000214256,0.000276011,0.052057037,109.4241662,107.2593219
43,-10.11009908,-3.323280713,0.377950685,-0.021946584,-0.067392005,0.384538756,pw_Pec,pw,pw05,Pec,pw05f17,0.062966584,-0.003656301,-0.011227508,0.003964791,1.34E-05,0.000126057,0.064064157,100.1100991,93.32328071
53,-3.261033663,-0.653952709,0.378023931,-0.004314812,-0.021538787,0.37866163,pw_Pec,pw,pw05,Pec,pw05f18,0.062978787,-0.000718848,-0.003588362,0.003966328,5.17E-07,1.29E-05,0.063085027,93.26103366,90.65395271
48,-9.386215663,-21.04080729,0.373701393,-0.143755985,-0.061773498,0.405135137,pw_Pec,pw,pw05,Pec,pw05f19,0.062258652,-0.023949747,-0.010291465,0.00387614,0.00057359,0.000105914,0.067495514,99.38621566,111.0408073
49,-18.23277678,-18.74646684,0.385558735,-0.13085304,-0.127009714,0.426508527,pw_Pec,pw,pw05,Pec,pw05f22,0.064234085,-0.021800116,-0.021159818,0.004126018,0.000475245,0.000447738,0.071056321,108.2327768,108.7464668
42,-2.554645543,-20.13069598,0.291389848,-0.106810593,-0.013000808,0.31062126,pw_Pec,pw,pw05,Pec,pw05f24,0.048545549,-0.017794645,-0.002165935,0.00235667,0.000316649,4.69E-06,0.051749502,92.55464554,110.130696
39,19.83991399,-30.77529564,0.160564337,-0.095621746,0.057933102,0.195654464,pw_Pec,pw,pw06,Pec,pw06f05,0.025176488,-0.01499349,0.00908391,0.000633856,0.000224805,8.25E-05,0.03067862,70.16008601,120.7752956
37,-23.32963452,-27.75323499,0.231425849,-0.121775713,-0.099809647,0.279909296,pw_Pec,pw,pw06,Pec,pw06f11,0.036287573,-0.019094432,-0.015650153,0.001316788,0.000364597,0.000244927,0.043889778,113.3296345,117.753235
43,-8.893065158,-10.07519444,0.426085315,-0.075707047,-0.066670344,0.437864348,pw_Pec,pw,pw06,Pec,pw06f15,0.066810177,-0.011870865,-0.01045391,0.0044636,0.000140917,0.000109284,0.06865713,98.89306516,100.0751944
32,19.66795751,-15.69407022,0.538940539,-0.151429171,0.192628678,0.59202492,pw_Pel,pw,pw01,Pel,pw01f05,0.084505877,-0.023744094,0.030204177,0.007141243,0.000563782,0.000912292,0.092829507,70.33204249,105.6940702
21,15.34492318,-24.51742981,0.469777579,-0.214262592,0.128912587,0.532182194,pw_Pel,pw,pw01,Pel,pw01f09,0.073661124,-0.033596374,0.020213494,0.005425961,0.001128716,0.000408585,0.083446168,74.65507682,114.5174298
28,8.053691576,-22.95556934,0.490775949,-0.207873029,0.069443111,0.537489139,pw_Pel,pw,pw01,Pel,pw01f14,0.076953669,-0.032594491,0.01088868,0.005921867,0.001062401,0.000118563,0.084278297,81.94630842,112.9555693
40,20.97293481,-5.336155299,0.516781108,-0.048269263,0.198093646,0.555548133,pw_Pel,pw,pw01,Pel,pw01f18,0.081031278,-0.007568621,0.031061084,0.006566068,5.73E-05,0.000964791,0.087109947,69.02706519,95.3361553
43,14.7623486,-1.493887395,0.639393426,-0.016674846,0.168485605,0.661429817,pw_Pel,pw,pw01,Pel,pw01f19,0.100256889,-0.002614616,0.026418543,0.010051444,6.84E-06,0.000697939,0.103712195,75.2376514,91.49388739
40,13.51928846,-17.23414714,0.584598194,-0.181345235,0.140557772,0.628010852,pw_Pel,pw,pw01,Pel,pw01f21,0.091664997,-0.028434933,0.022039459,0.008402472,0.000808545,0.000485738,0.098472102,76.48071154,107.2341471
26,44.81039931,-19.08087089,0.284811098,-0.098518207,0.28293234,0.413368973,pw_Pel,pw,pw01,Pel,pw01f22,0.04465838,-0.015447655,0.044363791,0.001994371,0.00023863,0.001968146,0.064816255,45.18960069,109.0808709
42,28.31125209,6.344645593,0.325612159,0.036204753,0.175406578,0.371620142,pw_Pel,pw,pw01,Pel,pw01f26,0.051055987,0.005676905,0.027503751,0.002606714,3.22E-05,0.000756456,0.058270038,61.68874791,83.65535441
40,15.35138479,-19.76304245,0.517690468,-0.186002916,0.142123238,0.568154486,pw_Pel,pw,pw01,Pel,pw01f28,0.081173865,-0.029165257,0.022284924,0.006589196,0.000850612,0.000496618,0.089086623,74.64861521,109.7630424
16,10.75384564,-25.54932437,0.511493941,-0.244510826,0.097145728,0.575194653,pw_Pel,pw,pw02,Pel,pw02f02,0.08020225,-0.038339298,0.01523245,0.006432401,0.001469902,0.000232028,0.090190522,79.24615436,115.5493244
21,18.88773167,-17.33440976,0.428588788,-0.13377296,0.146636219,0.472319526,pw_Pel,pw,pw02,Pel,pw02f04,0.067202722,-0.0209756,0.022992559,0.004516206,0.000439976,0.000528658,0.074059702,71.11226833,107.3344098
18,25.67996566,-21.64320435,0.444687053,-0.17645206,0.213821952,0.524024553,pw_Pel,pw,pw02,Pel,pw02f05,0.06972693,-0.027667683,0.033527282,0.004861845,0.000765501,0.001124079,0.08216705,64.32003434,111.6432044
41,25.90066227,-7.411974292,0.434636381,-0.05654178,0.211054296,0.486466517,pw_Pel,pw,pw02,Pel,pw02f07,0.068150985,-0.008865751,0.033093314,0.004644557,7.86E-05,0.001095167,0.07627795,64.09933773,97.41197429
37,22.70020212,-12.73484272,0.473068924,-0.106913021,0.197890978,0.523818136,pw_Pel,pw,pw02,Pel,pw02f10,0.074177207,-0.016763962,0.031029305,0.005502258,0.00028103,0.000962818,0.082134684,67.29979788,102.7348427
20,27.9171186,-24.2482406,0.469955799,-0.211682292,0.24900859,0.572427396,pw_Pel,pw,pw02,Pel,pw02f13,0.073689069,-0.033191783,0.039044547,0.005430079,0.001101694,0.001524477,0.089756616,62.0828814,114.2482406
29,6.915999151,-13.11294015,0.472338656,-0.110029108,0.057293089,0.488357153,pw_Pel,pw,pw02,Pel,pw02f17,0.074062701,-0.017252564,0.008983556,0.005485284,0.000297651,8.07E-05,0.076574402,83.08400085,103.1129402
33,22.31938612,-16.68986559,0.506751867,-0.15193515,0.208034416,0.56847169,pw_Pel,pw,pw02,Pel,pw02f19,0.079458693,-0.023823431,0.032619796,0.006313684,0.000567556,0.001064051,0.089136361,67.68061388,106.6898656
29,20.08652283,-14.37340405,0.44944365,-0.115175163,0.164353154,0.492216285,pw_Pel,pw,pw02,Pel,pw02f20,0.070472764,-0.018059466,0.025770575,0.00496641,0.000326144,0.000664123,0.077179514,69.91347717,104.3734041
45,15.01479426,-2.745397717,0.477424522,-0.022893907,0.12805765,0.494830341,pw_Pel,pw,pw02,Pel,pw02f21,0.074860165,-0.003589765,0.02007944,0.005604044,1.29E-05,0.000403184,0.077589398,74.98520574,92.74539772
23,23.53661529,-8.407037494,0.442308827,-0.065369998,0.192657546,0.48685446,pw_Pel,pw,pw02,Pel,pw02f22,0.069354024,-0.010250016,0.030208703,0.004809981,0.000105063,0.000912566,0.076338779,66.46338471,98.40703749
25,32.23500637,-8.726969324,0.424233699,-0.065121257,0.267516343,0.505746975,pw_Pel,pw,pw02,Pel,pw02f23,0.066519844,-0.010211013,0.041946563,0.00442489,0.000104265,0.001759514,0.079301126,57.76499363,98.72696932
31,16.7012631,-26.74609666,0.447202015,-0.225370167,0.134177781,0.51844482,pw_Pel,pw,pw02,Pel,pw02f24,0.070121276,-0.035338042,0.021039076,0.004916993,0.001248777,0.000442643,0.081292148,73.2987369,116.7460967
25,57.91115791,-37.57311614,0.160039475,-0.123127404,0.255235186,0.325450444,pw_Pel,pw,pw02,Pel,pw02f25,0.02509419,-0.019306377,0.040020877,0.000629718,0.000372736,0.001601671,0.05103063,32.08884209,127.5731161
