"PercentStance","APAngle.Convert","MLAngle.Convert","InterpV.BW","InterpML.BW","InterpHz.BW","NetGRF.BW"
"0","NA","NA","NA","NA","NA","NA"
"5","NA","NA","NA","NA","NA","NA"
"10","81.2397909365856","15.0764622358545","-0.0223476194611533","0.00602000255194718","0.14502294506449","0.146858132636514"
"15","83.0598062890954","-48.5840800149197","-0.0172416607044808","-0.0195458743048423","0.141644201667915","0.144022206386134"
"20","86.084425300462","-77.3190107653798","-0.0098010766440944","-0.0435581903273103","0.143193752315847","0.149992758992779"
"25","88.956663863552","-87.304462383773","-0.00261624938343091","-0.0555694114622818","0.143657900556304","0.154053226656716"
"30","87.6653697291807","-84.5996022714513","0.00564798576581234","-0.0597450217450986","0.138534411777415","0.150974006415169"
"35","80.6968242368858","-72.0621208326294","0.0211511892801629","-0.0653376223346793","0.129117738942768","0.146245575010006"
"40","69.8396087782672","-60.1349909233835","0.044152726456549","-0.0768925729312935","0.120260077032276","0.149413577540162"
"45","61.16762402695","-55.1409427154985","0.0639871118476769","-0.091863196640034","0.11623649321672","0.161381906466782"
"50","58.1493949015387","-54.4847924945515","0.0740736913191205","-0.103789203847515","0.119233362451157","0.174572922592109"
"55","58.0684750682513","-54.7164575405281","0.0775346152547366","-0.10957278659986","0.124411933285084","0.183019510625754"
"60","57.5957898819674","-54.2783034807596","0.0790214003151603","-0.109882085617361","0.124497580758791","0.183896987637595"
"65","55.3185437464534","-52.2588882501702","0.0804414840329456","-0.103924916662948","0.11625262876693","0.175459095951293"
"70","51.9090036191295","-47.8885718448407","0.0785432286865131","-0.0868906666809106","0.10020231689167","0.154141269746988"
"75","53.9682302265154","-42.2421290354472","0.060424491332174","-0.0548705959349441","0.0830702747313314","0.116458456090345"
"80","76.2111843045168","-39.95477169755","0.018231853884684","-0.0152738330123383","0.0742894112551229","0.0780038915413458"
"85","64.3109980692615","31.6480373010024","-0.0371698928733515","0.0229100510893536","0.0772712870319363","0.0887542853991012"
"90","43.9459835781227","30.0493128700416","-0.08983987376626","0.0519722234622726","0.0865938232523168","0.135169542262314"
"95","38.571391987474","28.1833285760331","-0.125857843183263","0.0674372410139072","0.100368149252268","0.174532929702782"
"100","37.8567299060391","26.8852084155776","-0.14700559951801","0.0745324842923051","0.114262541111587","0.200553398888449"
