"PercentStance","InterpV.N","InterpML.N","InterpHz.N"
0,0.300903214161653,-0.0472140143905052,-0.0403245777285596
1,0.305365499860894,-0.0485013793198607,-0.0403630190903837
2,0.309549920115154,-0.0500547431460245,-0.0400106229837372
3,0.313366278650313,-0.0517626901431637,-0.0390971393168112
4,0.316813787079497,-0.0534768491482191,-0.0375077607005786
5,0.319941424591525,-0.0550696267110378,-0.0351961545538358
6,0.322845170953058,-0.0564449625572399,-0.0321835659450929
7,0.325685047615986,-0.0575215257171841,-0.0285079886641561
8,0.328592137888323,-0.0582543301784499,-0.0241763037046192
9,0.331625575819914,-0.0586453300575946,-0.0192022592512872
10,0.334805056208023,-0.0587059288113087,-0.0136069534878189
11,0.338092077754977,-0.0584749231523262,-0.00741874073213365
12,0.341372815459133,-0.0580233812105315,-0.000680092080981346
13,0.344521717679088,-0.0574049947209209,0.00656582324271022
14,0.347416150186492,-0.0566634139696412,0.0142675309310097
15,0.349912579497679,-0.0558567723946785,0.0223477703943847
16,0.351892410584275,-0.0550236168392957,0.0307172727081815
17,0.353271089105496,-0.054189695930821,0.0392809790623625
18,0.353955509695814,-0.0534072196828958,0.0479244607366260
19,0.353877797454245,-0.052728097057524,0.0565209381262838
20,0.353032807329092,-0.0521860718907137,0.064945617051881
21,0.351447551698599,-0.0518291336378003,0.0730690569327428
22,0.349183999021198,-0.051699614924316,0.080759465327827
23,0.346368444770567,-0.0518095748091281,0.087902658180614
24,0.343145575694546,-0.0521725446209056,0.0944049424892615
25,0.339653720032793,-0.0528015421821524,0.10017850382262
26,0.336037443319954,-0.0536695587953354,0.105147751425155
27,0.332404417674106,-0.0547374024096489,0.109255587034221
28,0.32881408550782,-0.0559644073505701,0.112459122142144
29,0.325316929396497,-0.0572728110000524,0.114731289607859
30,0.321929295335444,-0.0585710314097317,0.116056346373357
31,0.318621615096127,-0.0597728903932771,0.116428394075651
32,0.315386586214102,-0.0607603530125524,0.115856852558919
33,0.31223719350577,-0.0613951098963632,0.114370968254734
34,0.309154878304270,-0.0615669331337373,0.112009244085454
35,0.306136312639179,-0.0611745913507195,0.108823321330852
36,0.303213121523036,-0.0601256640474502,0.104884803469555
37,0.300400606534345,-0.0583874216950787,0.100268804615692
38,0.297714588811604,-0.055969757876068,0.0950603944917199
39,0.295211347877256,-0.0529065677779431,0.0893670965352315
40,0.292942256982196,-0.0492858828068724,0.083308595390759
41,0.290946311968120,-0.0452315795241786,0.0770066078348133
42,0.289272844389091,-0.0408696804301518,0.0705933434273947
43,0.287928479533912,-0.0363509540761975,0.0642040499373926
