"PercentStance","InterpV.N","InterpML.N","InterpHz.N"
0,-0.0175198656573216,0.0122032777864909,0.0186524214914599
1,-0.0148166571611212,0.0137242285602278,0.0203662689508558
2,-0.0119538608919008,0.0151151981068013,0.0220530289877154
3,-0.0089346720588914,0.0163446798645081,0.0237056098041109
4,-0.0057547171186218,0.0173909200989893,0.0253207030992622
5,-0.00245624675147633,0.0182174023933403,0.0268973220340181
6,0.000916670305354326,0.0187898521130934,0.0284361035864554
7,0.00435757287137873,0.0190999015116511,0.0299430774715167
8,0.0078378091445793,0.0191438005153685,0.0314272691690992
9,0.0112931381083591,0.0189189082129409,0.0328837196224618
10,0.0146888106266037,0.0184482838134663,0.0342912058609198
11,0.0180071938980137,0.0177767787558482,0.0356334137572936
12,0.0211964268643455,0.0169411332940711,0.0368990826503295
13,0.0242104540640524,0.0159807003568002,0.0380660180957013
14,0.0270463837489588,0.0149550141825982,0.0391037050580209
15,0.029692321555401,0.0139194747294038,0.0399858344633855
16,0.032119231521643,0.0129133301350978,0.0406867432293055
17,0.0343438364428797,0.0119818112099216,0.0411788752911921
18,0.0364068219603473,0.0111675007466990,0.0414351389738808
19,0.0383058827150547,0.0104841418623601,0.0414356594300702
20,0.040032799611129,0.00993534587077947,0.0411708326300606
21,0.0416175049532128,0.0095381796626601,0.0406443279553115
22,0.0430750626939482,0.00930060342701901,0.0398761396637158
23,0.0443881146541706,0.00921216711346528,0.0388984326918321
24,0.0455606848729093,0.00926824318654704,0.0377501808891204
25,0.046600857235794,0.00946979222375734,0.0364799436866536
26,0.0474692652364348,0.009799031806537,0.0351413751399934
27,0.0481242339733807,0.0102334104728416,0.0337863969654041
28,0.0485647264804109,0.0107628393775285,0.0324655965348278
29,0.0487804221531112,0.0113682890366519,0.0312258800019282
30,0.0487351562956286,0.0120190616220882,0.0300996928672365
31,0.0484314804173393,0.0127074980661937,0.0291048532821296
32,0.0479002423483865,0.0134429123037721,0.0282471853383319
33,0.0471388438310452,0.0142173674014362,0.0275184232932176
34,0.04615028554666,0.0150189752340818,0.0268989289957167
35,0.0449922280163085,0.0158519637141164,0.0263647816872033
36,0.043728835221827,0.0167102628577659,0.0258919020784934
37,0.0424066465146188,0.0175672043807578,0.0254516174927496
