"PercentStance","APAngle.Convert","MLAngle.Convert","InterpV.BW","InterpML.BW","InterpHz.BW","NetGRF.BW"
0,-12.0228128451021,-13.8385287899201,0.0368449603723747,-0.00907626596430485,-0.00784697235450825,0.03874925397771
1,-9.09762375917941,-15.4783521473389,0.041467038327224,-0.0114829569688776,-0.00664017953789848,0.0435369446869677
2,-6.08459093677344,-16.9237496814559,0.0462361287663655,-0.0140685470909190,-0.00492864038194983,0.0485797809439681
3,-3.037803636544,-18.1839590674361,0.0511230326901999,-0.0167925394191909,-0.00271306930338951,0.0538787026257437
4,-0.00125548432957601,-19.2277707843694,0.0561387727512917,-0.0195801039217623,-1.23013160970185e-06,0.0594553805565267
5,2.98068987885263,-20.0067699393974,0.0613213843989674,-0.0223273644493513,0.00319299432968128,0.0653377272381696
6,5.83839813220463,-20.5285585222457,0.0666529554244665,-0.0249583926193486,0.00681549334707295,0.0714981732530383
7,8.5109661092526,-20.8024072069620,0.0721364652091984,-0.0274055406830903,0.0107949822785917,0.0779183220777085
8,10.9491108277248,-20.814901451726,0.077830505879261,-0.0295882010062891,0.0150569904744156,0.0846153783088918
9,13.1084208744325,-20.5875492574172,0.0837436186358043,-0.0314563894557404,0.0195007254292973,0.0915575031992413
10,14.9658215384838,-20.1552370267736,0.0898416794891726,-0.0329756331932138,0.024015573878006,0.098669486400906
11,16.5210862276080,-19.5228973171615,0.0961241939770214,-0.0340826001045127,0.0285117676433362,0.105898088706849
12,17.7891948178826,-18.7070965083054,0.102574916741929,-0.0347338546370803,0.0329118659227421,0.113186770963218
13,18.7840238935113,-17.747977892497,0.109135986334833,-0.0349304583615306,0.0371189658334595,0.120451725015331
14,19.5106089626913,-16.6653118735668,0.115814273235135,-0.0346695333951656,0.0410361201418053,0.127667088895743
15,19.9846437102933,-15.4707814135719,0.122667819949367,-0.0339514399173312,0.0446102062535199,0.134870919124813
16,20.2113108559656,-14.1943070424947,0.129711119709148,-0.0328082460958672,0.0477534745699418,0.142062485975679
17,20.1838241179787,-12.8644279977796,0.136962731203609,-0.0312791721564495,0.0503485755340487,0.149238585519472
18,19.9189336472317,-11.5056436790865,0.14447581622068,-0.0294087573598274,0.0523535207212073,0.156457750252222
19,19.4521263753380,-10.1561177310556,0.152242519515857,-0.0272723934978782,0.0537687877003219,0.163745689184178
20,18.8218251872431,-8.85410863428856,0.160221750171499,-0.0249585955383326,0.0546120466622315,0.171103525270235
21,18.0710829718547,-7.62113087737197,0.168402857627166,-0.0225329549408581,0.05494848146922,0.178568172223203
22,17.2489216819801,-6.48162737610835,0.176734468746681,-0.0200789434542676,0.0548738643658031,0.186143432341428
23,16.4040174517795,-5.46332077554435,0.185112893399968,-0.0177047486283498,0.054495791639649,0.193778308211557
24,15.5775283084034,-4.57577715334796,0.193471935822345,-0.0154840618266597,0.0539365480653963,0.201445519529992
25,14.8073517715451,-3.82115978978037,0.201764301848939,-0.0134760138754987,0.0533361250995882,0.209129573927748
26,14.1261815779813,-3.20629027509013,0.209923210873252,-0.0117596483939284,0.0528310552990816,0.216788293497825
27,13.5553901307677,-2.72907423030610,0.217933079124547,-0.0103882999133908,0.0525439830583319,0.224418390305765
28,13.1086959817314,-2.37941890156074,0.225812614427876,-0.00938309774406967,0.0525843710418147,0.232044166993894
29,12.7929550635670,-2.15313391792409,0.233524548870391,-0.00877981684653396,0.0530252809609003,0.239629882381061
30,12.6058491547759,-2.04282180835652,0.241044428863704,-0.0085978335255097,0.0539056509919396,0.247148050035654
31,12.5357365596619,-2.03057961903724,0.248430980326074,-0.0088081565249692,0.0552384120428996,0.254650383412560
32,12.5618684755453,-2.10186462914839,0.255731111340308,-0.00938556785236317,0.0569840044978842,0.262171064307019
33,12.6566848531942,-2.24333517156361,0.262956138156855,-0.0103009398279300,0.059050871822085,0.269701771256056
34,12.7878239449526,-2.43144189502596,0.270163744101586,-0.0114717359442780,0.0613193230116845,0.277272625275511
35,12.9206439262931,-2.64071409009509,0.277400923051403,-0.0127942347697540,0.0636384929861618,0.284894405600854
36,13.0186243663523,-2.85203243690086,0.284656765082902,-0.0141811758176353,0.0658156611355765,0.292510309058922
37,13.0489940490422,-3.04221332245606,0.291955205281736,-0.0155164244634272,0.0676661817364016,0.300095507247299
38,12.9875946882817,-3.18900900058917,0.299353212669589,-0.0166788393715133,0.069042869510581,0.307664504694058
39,12.8163523787894,-3.28685536487265,0.30685799474866,-0.0176226890464301,0.0698085305878712,0.315191400665110
40,12.5239081773177,-3.34040446390573,0.31448859114269,-0.0183558189777523,0.0698581332303966,0.322676570001129
41,12.1090159402360,-3.3556360050906,0.322320577367753,-0.0188989292184737,0.0691525969471927,0.330196616858543
42,11.5791471308280,-3.34866343525481,0.330387877786497,-0.0193316026618133,0.067693589207717,0.33780509568324
43,10.9477471160252,-3.34245229398309,0.338679958015164,-0.0197799475148759,0.0655122303741333,0.345524547049031
44,10.2340166923296,-3.35385442280061,0.347216947088438,-0.0203478681348889,0.062687029842603,0.353416620709238
45,9.46225818096208,-3.39641339873515,0.355993483716952,-0.0211275469629784,0.0593318384190805,0.361521784599203
46,8.65651264370648,-3.48329684815332,0.364957283198441,-0.0222149534079383,0.0555628570267265,0.369830439249498
47,7.83962124082085,-3.6179279026487,0.374101727229144,-0.0236540081237089,0.0515091407443576,0.378371254188749
48,7.03364351287561,-3.79598931148618,0.383439916342758,-0.0254410921710893,0.0473090647820432,0.387184150277812
49,6.2563594354005,-4.01260222054061,0.392916334043971,-0.0275622325628777,0.0430754716892238,0.396230259424558
