"Sweep","GRF0SumVN","GRF0SumMLN","GRF0SumHzN","FilterVN","FilterMLN","FilterHzN"
24677,-0.0857423251748252,0.014846634965035,-0.0139585846153846,-0.0738623687310581,0.0163909141700614,-0.00218403948219383
24678,-0.0857423251748252,0.016147534965035,-0.0110941846153846,-0.0737855179401902,0.0163850931656754,-0.00217465008474081
24679,-0.0878948251748252,0.016147534965035,-0.0153907846153846,-0.0737080243722279,0.0163792054142549,-0.00216519820542098
24680,-0.0843073251748252,0.016147534965035,-0.0125263846153846,-0.0736298880682673,0.0163732507803003,-0.00215568377274234
24681,-0.0864598251748252,0.016147534965035,-0.0125263846153846,-0.0735511091386281,0.0163672291265829,-0.00214610677691585
24682,-0.0871773251748252,0.016147534965035,-0.0125263846153846,-0.0734716877620465,0.016361140314627,-0.0021364672689188
24683,-0.0871773251748252,0.016147534965035,-0.0110941846153846,-0.0733916241873493,0.016354984204743,-0.00212676535758009
24684,-0.0893298251748252,0.012244834965035,-0.0110941846153846,-0.0733109187378575,0.0163487606547135,-0.00211700120666581
24685,-0.0921998251748252,0.010943934965035,-0.00536538461538462,-0.0732295718175278,0.0163424695139868,-0.00210717502998688
24686,-0.0929173251748252,0.00964303496503496,-0.00250098461538462,-0.0731475839203186,0.0163361106133784,-0.00209728708057156
24687,-0.0979398251748252,0.00574033496503496,0.00179561538461538,-0.0730649556422857,0.0163296837538738,-0.00208733763291395
24688,-0.100809825174825,0.00183763496503496,0.00466001538461538,-0.0729816876961594,0.0163231886940849,-0.00207732696225518
24689,-0.104397325174825,-0.00336596503496503,0.00752441538461538,-0.0728977809293932,0.0163166251327636,-0.00206725532485408
24690,-0.106549825174825,-0.00596776503496504,0.0118210153846154,-0.0728132363434564,0.0163099926868245,-0.00205712293974209
24691,-0.107267325174825,-0.011171365034965,0.0161176153846154,-0.0727280551106513,0.0163032908684682,-0.00204692996998383
24692,-0.110137325174825,-0.012472265034965,0.0189820153846154,-0.0726422385869699,0.0162965190636538,-0.00203667650195964
24693,-0.110137325174825,-0.015074065034965,0.0247108153846154,-0.0725557883222279,0.0162896765132665,-0.00202636252365922
24694,-0.110137325174825,-0.013773165034965,0.0218464153846154,-0.0724687060682206,0.0162827622992285,-0.00201598790445939
24695,-0.107984825174825,-0.011171365034965,0.0189820153846154,-0.0723809937826697,0.0162757753382464,-0.00200555238281597
24696,-0.102244825174825,-0.00596776503496504,0.0146854153846154,-0.0722926536257393,0.0162687143858933,-0.00199505556879406
24697,-0.0943523251748252,0.00313853496503497,0.00466001538461538,-0.0722036879454061,0.0162615780532698,-0.00198449696143702
24698,-0.0828723251748252,0.017448434965035,-0.00536538461538462,-0.0721140992482131,0.0162543648393903,-0.00197387597998462
24699,-0.0721098251748252,0.026554734965035,-0.0153907846153846,-0.0720238901551593,0.0162470731810901,-0.00196319200894058
24700,-0.0649348251748252,0.039563734965035,-0.0254161846153846,-0.0719330633481772,0.0162397015141652,-0.00195244445154879
24701,-0.0599123251748252,0.040864634965035,-0.0297127846153846,-0.0718416215181009,0.0162322483336138,-0.00194163278326982
24702,-0.0563248251748252,0.044767334965035,-0.0354415846153846,-0.0717495673232913,0.0162247122412987,-0.00193075659783872
24703,-0.0534548251748252,0.049970934965035,-0.0340093846153846,-0.07165690336016,0.0162170919769877,-0.001919815640958
24704,-0.0548898251748252,0.048670034965035,-0.0354415846153846,-0.0715636321433586,0.0162093864395104,-0.00190880983014199
24705,-0.0541723251748252,0.047369134965035,-0.0354415846153846,-0.0714697560953888,0.0162015947011769,-0.00189773926318561
24706,-0.0570423251748252,0.043466434965035,-0.0311449846153846,-0.0713752775448872,0.016193716010516,-0.00188660421970897
24707,-0.0570423251748252,0.042165534965035,-0.0282805846153846,-0.0712801987306132,0.0161857497837821,-0.00187540515577794
24708,-0.0577598251748252,0.038262834965035,-0.0239839846153846,-0.0711845218076704,0.0161776955915208,-0.0018641426901166
24709,-0.0620648251748252,0.035661034965035,-0.0168229846153846,-0.071088248854226,0.0161695531437875,-0.00185281758389035
24710,-0.0642173251748252,0.030457434965035,-0.0125263846153846,-0.0709913818812081,0.0161613222735691,-0.00184143071504852
24711,-0.0670873251748252,0.026554734965035,-0.0110941846153846,-0.0708939228467137,0.0161530029170613,-0.00182998305019443
24712,-0.0699573251748252,0.022652034965035,-0.00679758461538462,-0.0707958736721541,0.0161445950912513,-0.00181847562090716
24713,-0.0692398251748252,0.017448434965035,-0.00393318461538462,-0.0706972362569176,0.0161360988706017,-0.0018069095055044
24714,-0.0713923251748252,0.016147534965035,0.000363415384615385,-0.0705980124893183,0.016127514364185,-0.00179528581130015
24715,-0.0728273251748252,0.018749334965035,-0.00106878461538462,-0.0704982042540791,0.0161188416973103,-0.00178360565686283
24716,-0.0742623251748252,0.020050234965035,0.000363415384615385,-0.0703978134398177,0.0161100810043831,-0.00177187015921974
