"Sweep","GRF0SumVN","GRF0SumMLN","GRF0SumHzN","FilterVN","FilterMLN","FilterHzN"
29118,0.0286843816183816,0.0206084163836164,-0.00518043956043956,0.0381775843760085,0.0211668160764374,-0.00458231344156669
29119,0.0300751816183816,0.0247877163836164,-0.00518043956043956,0.0381465143173346,0.0211262793620271,-0.00457679364105374
29120,0.0272935816183816,0.0275739163836164,-0.00518043956043956,0.0381159261878564,0.0210847657123612,-0.00457072059675689
29121,0.0286843816183816,0.0275739163836164,-0.00518043956043956,0.0380858328613474,0.0210422742711259,-0.00456409431559406
29122,0.0272935816183816,0.0303601163836164,-0.00663543956043956,0.0380562471580238,0.0209988042125742,-0.00455691480835623
29123,0.0259027816183816,0.0331463163836164,-0.00227043956043956,0.0380271818418296,0.0209543547518639,-0.00454918209024651
29124,0.0217303816183816,0.0345394163836164,-0.00081543956043956,0.0379986496153164,0.0209089251563628,-0.00454089617740244
29125,0.0238165816183816,0.0345394163836164,0.00063956043956044,0.0379706631104379,0.0208625147574413,-0.00453205707739164
29126,0.0231211816183816,0.0303601163836164,0.00354956043956044,0.0379432348803021,0.0208151229569774,-0.00452266477770048
29127,0.0217303816183816,0.0331463163836164,0.00354956043956044,0.0379163773959639,0.0207667492256891,-0.0045127192352309
29128,0.0217303816183816,0.0317532163836164,0.0108245604395604,0.0378901030446552,0.0207173930985847,-0.00450222036529769
29129,0.0217303816183816,0.0261808163836164,0.0122795604395604,0.0378644241268112,0.0206670541713818,-0.00449116802660902
29130,0.0196441816183816,0.0247877163836164,0.0151895604395604,0.0378393528533342,0.0206157320921199,-0.00447956200223028
29131,0.0168625816183816,0.0178222163836164,0.0195545604395604,0.0378149013414119,0.0205634265445998,-0.00446740198105326
29132,0.0112993816183816,0.0136429163836164,0.0239195604395604,0.0377910816045701,0.0205101372265369,-0.0044546875397711
29133,0.00851778161838162,0.00528431638361639,0.0282845604395604,0.0377679055355162,0.0204558638229078,-0.00444141812184122
29134,0.00364998161838162,0.00110501638361639,0.0341045604395604,0.037745384884657,0.0204006059744924,-0.00442759301343655
29135,0.00086838161838162,-0.00446738361638362,0.0384695604395604,0.0377235312381327,0.0203443632449776,-0.00441321131738987
29136,-0.00469481838161838,-0.0100397836163836,0.0428345604395604,0.0377023559963271,0.0202871350899905,-0.00439827192613628
29137,-0.00886721838161838,-0.0114328836163836,0.0471995604395604,0.037681870351414,0.0202289208290248,-0.00438277349566364
29138,-0.0102580183816184,-0.0128259836163836,0.0471995604395604,0.0376620852641792,0.0201697196226634,-0.00436671442248108
29139,-0.0123442183816184,-0.0114328836163836,0.0428345604395604,0.0376430114442005,0.0201095304589483,-0.00435009282863018
29140,-0.00817181838161838,-0.0114328836163836,0.0341045604395604,0.0376246593379497,0.0200483521488968,-0.00433290656328121
29141,-0.00539021838161838,-0.00168118361638362,0.0253745604395604,0.0376070391279372,0.0199861833306828,-0.00431515322543652
