pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y,pt5_cam1_X,pt5_cam1_Y,pt6_cam1_X,pt6_cam1_Y,pt7_cam1_X,pt7_cam1_Y
232.842581,248.224839,159.324876,232.221176,130.53201,220.432583,187.117131,244.652538,203.906945,246.438688,126.093782,200.068638,108.289704,206.669306
233.914271,248.582069,165.326097,232.006716,135.962152,219.718123,187.474362,244.652538,203.906945,246.438688,131.491925,199.616024,113.61519,205.856042
233.914271,248.582069,170.184548,231.935025,141.248912,218.931973,187.474362,244.652538,203.906945,246.438688,135.890069,197.575721,118.500884,203.663195
233.914271,248.582069,174.899619,231.220565,147.250133,217.645822,187.474362,244.652538,203.906945,246.438688,141.923288,195.035419,123.952899,200.217292
233.914271,248.582069,180.32976,230.863335,153.751965,215.716902,187.474362,244.652538,203.906945,246.438688,148.726658,192.312654,130.53144,197.897917
233.914271,248.582069,186.045441,231.220565,161.896566,213.930752,187.474362,244.652538,203.906945,246.438688,156.665104,190.089889,138.049774,194.952014
233.914271,248.582069,192.118352,232.149485,169.755628,212.144601,187.474362,244.652538,203.906945,246.438688,165.286012,187.549586,146.321163,191.506111
233.914271,248.582069,198.191264,233.578406,176.542999,211.072911,187.474362,244.652538,203.906945,246.438688,173.49461,185.691746,154.652761,189.126528
233.914271,248.582069,203.049715,234.650096,184.044831,210.501221,187.474362,244.652538,203.906945,246.438688,181.29798,184.374208,162.610886,187.120417
233.914271,248.582069,208.193706,237.365167,190.832202,210.358451,187.474362,244.652538,203.906945,246.438688,189.418888,184.421594,170.442483,186.180625
233.914271,248.582069,212.480467,239.723007,198.334034,211.072911,187.474362,244.652538,203.906945,246.438688,197.627486,184.421594,178.900609,185.867361
233.914271,248.582069,216.195537,243.009158,205.121405,212.144601,187.474362,244.652538,203.906945,246.438688,205.565932,185.509283,186.732206,186.180625
233.914271,248.582069,219.553378,244.438078,211.194316,212.644601,187.474362,244.652538,203.906945,246.438688,213.369302,186.326821,193.937276,186.493889
234.271501,248.939299,221.482298,244.438078,216.409997,212.501832,187.474362,244.652538,203.906945,246.438688,219.855135,186.144359,200.762762,185.680625
234.271501,248.939299,222.196758,243.223618,219.482298,210.930141,187.474362,244.652538,203.906945,246.438688,224.300664,184.421594,204.901512,183.674514
234.271501,248.939299,222.768448,241.937467,222.268448,209.643991,187.974362,244.152538,203.906945,246.438688,228.563732,182.786519,209.847415,180.981666
234.271501,248.939299,223.554599,241.580237,225.555209,209.572301,188.474362,243.652538,203.906945,246.438688,232.961875,182.651443,214.546374,179.855139
234.271501,248.939299,225.983519,241.651927,231.05643,209.643991,190.474362,243.652538,203.906945,246.438688,237.907405,183.786519,219.618804,180.981666
234.271501,248.939299,227.769669,242.509158,236.200421,211.287371,191.903282,243.509768,203.906945,246.438688,243.48801,186.779435,223.884082,184.614305
234.271501,248.939299,230.77028,243.223618,242.987793,213.073522,194.260512,243.509768,203.906945,246.438688,249.203692,189.637275,229.583041,187.873472
234.271501,248.939299,234.271501,243.438078,250.132394,214.002442,197.332813,243.509768,203.906945,246.438688,255.554448,191.724965,235.661583,190.379583
234.271501,248.939299,239.272722,243.080848,257.848686,215.216902,199.405113,243.366998,208.908166,245.795918,263.126267,193.443604,243.179916,192.445903
234.271501,248.939299,243.916713,241.151927,265.350517,214.287982,202.835255,242.866388,212.480467,245.795918,270.658454,193.508115,250.69825,193.572431
234.271501,248.939299,251.775774,239.151317,272.495119,212.859062,208.550936,242.223618,216.052767,245.295918,278.368083,192.31458,258.216583,192.759167
234.271501,248.939299,259.277606,236.293476,281.56864,209.143991,217.481688,242.366388,218.553378,245.510379,285.988992,189.209766,265.734917,190.879583
234.271501,248.939299,268.922818,233.792866,289.284932,207.500611,224.769059,242.366388,221.768448,245.366388,293.545388,186.387207,273.879778,188.686736
234.271501,248.939299,279.28249,231.435025,297.858454,203.92831,235.985961,242.009158,229.62751,245.294697,302.013064,182.717881,283.337904,185.240833
234.271501,248.939299,289.642162,227.505495,307.860896,201.070469,250.346244,237.579627,238.201032,243.794087,310.892019,178.484043,291.675612,182.108194
